"ID","Name","Parent","Component","Path","Line","Column","EndLine","EndColumn","CA","CCO","CE","CLLOC","CV","Clone Metric Rules"
"C4383","391~CloneInstance","C1038","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/LinkedTreeMap.java","373","3","396","4","1","5","5","24","1","0"
"C4384","392~CloneInstance","C1038","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/LinkedTreeMap.java","401","3","424","4","1","5","5","24","1","0"
"C4402","400~CloneInstance","C1046","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/PreJava9DateFormatProvider.java","43","3","56","4","1","6","1","14","1","0"
"C4403","401~CloneInstance","C1046","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/PreJava9DateFormatProvider.java","58","3","71","4","1","6","1","14","1","0"
"C4347","384~CloneInstance","C1023","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/internal/LinkedHashTreeMapTest.java","40","3","51","4","1","1","15","12","1","0"
"C4095","349~CloneInstance","C935","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/internal/LinkedHashTreeMapTest.java","82","3","92","4","1","1","14","11","1","0"
"C3876","298~CloneInstance","C883","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/internal/LinkedHashTreeMapTest.java","104","3","118","4","1","3","14","15","1","0"
"C4093","346~CloneInstance","C934","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/internal/LinkedHashTreeMapTest.java","130","3","144","4","1","1","22","15","1","0"
"C4346","383~CloneInstance","C1023","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/internal/LinkedTreeMapTest.java","40","3","51","4","1","1","15","12","1","0"
"C4094","348~CloneInstance","C935","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/internal/LinkedTreeMapTest.java","82","3","92","4","1","1","14","11","1","0"
"C3875","297~CloneInstance","C883","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/internal/LinkedTreeMapTest.java","101","3","115","4","1","3","14","15","1","0"
"C4092","345~CloneInstance","C934","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/internal/LinkedTreeMapTest.java","127","3","141","4","1","1","22","15","1","0"
"C3747","278~CloneInstance","C844","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/reflect/TypeTokenTest.java","47","3","57","4","1","1","70","11","1","0"
"C3748","279~CloneInstance","C844","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/reflect/TypeTokenTest.java","72","3","82","4","1","1","70","11","1","0"
"C1916","18~CloneInstance","C264","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonReader.java","465","15","478","6","1","5","9","14","1","0"
"C1917","19~CloneInstance","C264","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonReader.java","481","10","493","8","1","5","9","13","1","0"
"C2981","210~CloneInstance","C561","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonReader.java","746","5","761","15","1","16","1","16","1","1"
"C2982","211~CloneInstance","C561","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonReader.java","1048","9","1063","19","1","16","1","16","1","1"
"C3480","232~CloneInstance","C730","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonReader.java","1047","16","1063","19","1","16","3","17","1","1"
"C2983","212~CloneInstance","C561","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonReader.java","1127","9","1142","19","1","16","1","16","1","1"
"C3481","233~CloneInstance","C730","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonReader.java","1126","16","1142","19","1","16","3","17","1","1"
"C2215","52~CloneInstance","C334","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","49","5","64","46","1","1","30","16","1","0"
"C2216","53~CloneInstance","C334","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","65","5","80","43","1","1","30","16","1","0"
"C2221","59~CloneInstance","C335","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","49","5","62","46","1","1","28","14","1","0"
"C2222","60~CloneInstance","C335","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","63","5","76","49","1","1","28","14","1","0"
"C2228","67~CloneInstance","C336","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","49","5","60","46","1","1","26","12","1","0"
"C2229","68~CloneInstance","C336","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","61","5","72","46","1","1","26","12","1","0"
"C2235","75~CloneInstance","C337","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","49","5","58","46","1","1","24","10","1","0"
"C2236","76~CloneInstance","C337","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","59","5","68","48","1","1","24","10","1","0"
"C2237","77~CloneInstance","C337","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","69","5","78","46","1","1","24","10","1","0"
"C2499","105~CloneInstance","C438","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","48","5","68","48","1","1","35","21","1","0"
"C2502","109~CloneInstance","C439","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","48","5","76","49","1","1","43","29","1","0"
"C2506","112~CloneInstance","C442","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","48","5","74","49","1","1","41","27","1","0"
"C2508","115~CloneInstance","C443","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","48","5","72","46","1","1","39","25","1","0"
"C2510","118~CloneInstance","C444","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","48","5","70","48","1","1","37","23","1","0"
"C2512","121~CloneInstance","C445","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","48","5","66","47","1","1","33","19","1","0"
"C2515","125~CloneInstance","C446","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","48","5","64","46","1","1","31","17","1","0"
"C2516","126~CloneInstance","C446","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","66","5","82","41","1","1","31","17","1","0"
"C2519","130~CloneInstance","C447","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","48","5","62","46","1","1","29","15","1","0"
"C2520","131~CloneInstance","C447","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","64","5","78","46","1","1","29","15","1","0"
"C2525","137~CloneInstance","C448","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","48","5","60","46","1","1","27","13","1","0"
"C2526","138~CloneInstance","C448","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","62","5","74","49","1","1","27","13","1","0"
"C2532","145~CloneInstance","C449","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","48","5","58","46","1","1","25","11","1","0"
"C2533","146~CloneInstance","C449","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","60","5","70","48","1","1","25","11","1","0"
"C2534","147~CloneInstance","C449","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","72","5","82","41","1","1","25","11","1","0"
"C3615","250~CloneInstance","C797","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","47","5","76","49","1","1","22","30","1","0"
"C3617","253~CloneInstance","C798","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","47","5","68","48","1","1","30","22","1","0"
"C2217","54~CloneInstance","C334","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","89","5","107","43","1","1","44","19","1","0"
"C2223","61~CloneInstance","C335","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","89","5","105","43","1","1","42","17","1","0"
"C2224","62~CloneInstance","C335","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","106","5","122","41","1","1","42","17","1","0"
"C2230","69~CloneInstance","C336","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","89","5","102","43","1","1","40","14","1","0"
"C2231","70~CloneInstance","C336","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","104","5","117","41","1","1","40","14","1","0"
"C2238","78~CloneInstance","C337","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","89","5","100","43","1","1","38","12","1","0"
"C2239","79~CloneInstance","C337","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","101","5","112","43","1","1","38","12","1","0"
"C2500","106~CloneInstance","C438","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","87","5","112","43","1","1","49","26","1","0"
"C2503","110~CloneInstance","C439","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","87","5","122","41","1","1","57","36","1","1"
"C2507","113~CloneInstance","C442","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","87","5","120","41","1","1","55","34","1","1"
"C2509","116~CloneInstance","C443","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","87","5","117","41","1","1","53","31","1","0"
"C2511","119~CloneInstance","C444","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","87","5","115","43","1","1","51","29","1","0"
"C2513","122~CloneInstance","C445","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","87","5","110","43","1","1","47","24","1","0"
"C2517","127~CloneInstance","C446","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","87","5","107","43","1","1","45","21","1","0"
"C2521","132~CloneInstance","C447","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","87","5","105","43","1","1","43","19","1","0"
"C2527","139~CloneInstance","C448","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","87","5","102","43","1","1","41","16","1","0"
"C2528","140~CloneInstance","C448","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","105","5","120","41","1","1","41","16","1","0"
"C2535","148~CloneInstance","C449","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","87","5","100","43","1","1","39","14","1","0"
"C2536","149~CloneInstance","C449","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","102","5","115","43","1","1","39","14","1","0"
"C3616","251~CloneInstance","C797","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","86","5","122","41","1","1","30","37","1","1"
"C3618","254~CloneInstance","C798","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","86","5","112","43","1","1","38","27","1","0"
"C2218","55~CloneInstance","C334","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","129","5","147","41","1","1","44","19","1","0"
"C2225","63~CloneInstance","C335","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","129","5","145","44","1","1","42","17","1","0"
"C2232","71~CloneInstance","C336","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","129","5","142","44","1","1","40","14","1","0"
"C2240","80~CloneInstance","C337","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","129","5","140","44","1","1","38","12","1","0"
"C2241","81~CloneInstance","C337","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","141","5","152","41","1","1","38","12","1","0"
"C2501","107~CloneInstance","C438","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","127","5","152","41","1","1","49","26","1","0"
"C2514","123~CloneInstance","C445","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","127","5","150","41","1","1","47","24","1","0"
"C2518","128~CloneInstance","C446","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","127","5","147","41","1","1","45","21","1","0"
"C2522","133~CloneInstance","C447","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","127","5","145","44","1","1","43","19","1","0"
"C2529","141~CloneInstance","C448","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","127","5","142","44","1","1","41","16","1","0"
"C2537","150~CloneInstance","C449","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","127","5","140","44","1","1","39","14","1","0"
"C3619","255~CloneInstance","C798","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","126","5","152","41","1","1","30","27","1","0"
"C2219","56~CloneInstance","C334","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","203","5","218","41","1","1","30","16","1","0"
"C2226","64~CloneInstance","C335","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","203","5","216","44","1","1","28","14","1","0"
"C2233","72~CloneInstance","C336","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","203","5","214","45","1","1","26","12","1","0"
"C2242","82~CloneInstance","C337","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","203","5","212","44","1","1","24","10","1","0"
"C2523","134~CloneInstance","C447","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","204","5","218","41","1","1","29","15","1","0"
"C2530","142~CloneInstance","C448","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","204","5","216","44","1","1","27","13","1","0"
"C2538","151~CloneInstance","C449","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","204","5","214","45","1","1","25","11","1","0"
"C3610","247~CloneInstance","C795","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","201","3","219","4","1","1","16","19","1","0"
"C2220","57~CloneInstance","C334","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","223","5","238","41","1","1","30","16","1","0"
"C2227","65~CloneInstance","C335","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","223","5","236","44","1","1","28","14","1","0"
"C2234","73~CloneInstance","C336","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","223","5","234","47","1","1","26","12","1","0"
"C2243","83~CloneInstance","C337","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","223","5","232","44","1","1","24","10","1","0"
"C2524","135~CloneInstance","C447","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","224","5","238","41","1","1","29","15","1","0"
"C2531","143~CloneInstance","C448","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","224","5","236","44","1","1","27","13","1","0"
"C2539","152~CloneInstance","C449","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","224","5","234","47","1","1","25","11","1","0"
"C3611","248~CloneInstance","C795","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","221","3","239","4","1","1","16","19","1","0"
"C3902","306~CloneInstance","C894","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderTest.java","107","3","117","4","1","1","43","11","1","0"
"C3903","307~CloneInstance","C894","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderTest.java","136","3","146","4","1","1","43","11","1","0"
"C3904","308~CloneInstance","C894","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderTest.java","148","3","158","4","1","1","43","11","1","0"
"C4074","335~CloneInstance","C930","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderTest.java","259","3","268","4","1","2","15","10","1","0"
"C4075","336~CloneInstance","C930","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderTest.java","270","3","279","4","1","2","15","10","1","0"
"C4076","337~CloneInstance","C930","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderTest.java","281","3","290","4","1","2","15","10","1","0"
"C4077","338~CloneInstance","C930","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderTest.java","325","3","334","4","1","2","29","10","1","0"
"C4078","339~CloneInstance","C930","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderTest.java","336","3","345","4","1","2","29","10","1","0"
"C4087","342~CloneInstance","C932","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderTest.java","347","3","356","4","1","1","15","10","1","0"
