"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Best Practice Rules","Code Style Rules","Design Rules","Documentation Rules","Error Prone Rules","Multithreading Rules","Performance Rules","Security Rules"
"L6801","PEEKED_SINGLE_QUOTED","com.google.gson.stream.JsonReader.PEEKED_SINGLE_QUOTED;I","L948","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonReader.java","203","3","203","53","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6802","PEEKED_DOUBLE_QUOTED","com.google.gson.stream.JsonReader.PEEKED_DOUBLE_QUOTED;I","L948","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonReader.java","204","3","204","53","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6803","PEEKED_UNQUOTED","com.google.gson.stream.JsonReader.PEEKED_UNQUOTED;I","L948","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonReader.java","205","3","205","49","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6804","PEEKED_BUFFERED","com.google.gson.stream.JsonReader.PEEKED_BUFFERED;I","L948","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonReader.java","207","3","207","49","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6806","PEEKED_SINGLE_QUOTED_NAME","com.google.gson.stream.JsonReader.PEEKED_SINGLE_QUOTED_NAME;I","L948","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonReader.java","208","3","208","59","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6807","PEEKED_DOUBLE_QUOTED_NAME","com.google.gson.stream.JsonReader.PEEKED_DOUBLE_QUOTED_NAME;I","L948","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonReader.java","209","3","209","59","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6808","PEEKED_UNQUOTED_NAME","com.google.gson.stream.JsonReader.PEEKED_UNQUOTED_NAME;I","L948","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonReader.java","210","3","210","54","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6809","PEEKED_LONG","com.google.gson.stream.JsonReader.PEEKED_LONG;I","L948","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonReader.java","212","3","212","45","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6811","PEEKED_NUMBER","com.google.gson.stream.JsonReader.PEEKED_NUMBER;I","L948","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonReader.java","213","3","213","47","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6812","PEEKED_EOF","com.google.gson.stream.JsonReader.PEEKED_EOF;I","L948","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonReader.java","214","3","214","44","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6813","NUMBER_CHAR_NONE","com.google.gson.stream.JsonReader.NUMBER_CHAR_NONE;I","L948","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonReader.java","217","3","217","49","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6815","NUMBER_CHAR_SIGN","com.google.gson.stream.JsonReader.NUMBER_CHAR_SIGN;I","L948","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonReader.java","218","3","218","49","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6816","NUMBER_CHAR_DIGIT","com.google.gson.stream.JsonReader.NUMBER_CHAR_DIGIT;I","L948","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonReader.java","219","3","219","50","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6817","NUMBER_CHAR_DECIMAL","com.google.gson.stream.JsonReader.NUMBER_CHAR_DECIMAL;I","L948","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonReader.java","220","3","220","52","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6818","NUMBER_CHAR_FRACTION_DIGIT","com.google.gson.stream.JsonReader.NUMBER_CHAR_FRACTION_DIGIT;I","L948","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonReader.java","221","3","221","59","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6819","NUMBER_CHAR_EXP_E","com.google.gson.stream.JsonReader.NUMBER_CHAR_EXP_E;I","L948","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonReader.java","222","3","222","50","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6820","NUMBER_CHAR_EXP_SIGN","com.google.gson.stream.JsonReader.NUMBER_CHAR_EXP_SIGN;I","L948","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonReader.java","223","3","223","53","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6821","NUMBER_CHAR_EXP_DIGIT","com.google.gson.stream.JsonReader.NUMBER_CHAR_EXP_DIGIT;I","L948","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonReader.java","224","3","224","54","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6822","in","com.google.gson.stream.JsonReader.in;Ljava/io/Reader;","L948","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonReader.java","227","3","227","27","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6824","lenient","com.google.gson.stream.JsonReader.lenient;Z","L948","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonReader.java","230","3","230","35","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6826","buffer","com.google.gson.stream.JsonReader.buffer;[C","L948","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonReader.java","238","3","238","48","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6828","pos","com.google.gson.stream.JsonReader.pos;I","L948","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonReader.java","239","3","239","23","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6829","limit","com.google.gson.stream.JsonReader.limit;I","L948","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonReader.java","240","3","240","25","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6830","lineNumber","com.google.gson.stream.JsonReader.lineNumber;I","L948","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonReader.java","242","3","242","30","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6831","lineStart","com.google.gson.stream.JsonReader.lineStart;I","L948","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonReader.java","243","3","243","29","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6832","peeked","com.google.gson.stream.JsonReader.peeked;I","L948","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonReader.java","245","3","245","28","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6834","peekedLong","com.google.gson.stream.JsonReader.peekedLong;J","L948","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonReader.java","251","3","251","27","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6836","peekedNumberLength","com.google.gson.stream.JsonReader.peekedNumberLength;I","L948","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonReader.java","257","3","257","34","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6838","peekedString","com.google.gson.stream.JsonReader.peekedString;Ljava/lang/String;","L948","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonReader.java","264","3","264","31","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6840","stack","com.google.gson.stream.JsonReader.stack;[I","L948","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonReader.java","269","3","269","37","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6842","stackSize","com.google.gson.stream.JsonReader.stackSize;I","L948","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonReader.java","270","3","270","29","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6848","pathNames","com.google.gson.stream.JsonReader.pathNames;[Ljava/lang/String;","L948","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonReader.java","283","3","283","47","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6850","pathIndices","com.google.gson.stream.JsonReader.pathIndices;[I","L948","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonReader.java","284","3","284","43","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6865","EMPTY_ARRAY","com.google.gson.stream.JsonScope.EMPTY_ARRAY;I","L7003","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonScope.java","31","5","31","38","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6894","NONEMPTY_ARRAY","com.google.gson.stream.JsonScope.NONEMPTY_ARRAY;I","L7003","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonScope.java","37","5","37","41","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6874","EMPTY_OBJECT","com.google.gson.stream.JsonScope.EMPTY_OBJECT;I","L7003","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonScope.java","43","5","43","39","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6904","DANGLING_NAME","com.google.gson.stream.JsonScope.DANGLING_NAME;I","L7003","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonScope.java","49","5","49","40","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6902","NONEMPTY_OBJECT","com.google.gson.stream.JsonScope.NONEMPTY_OBJECT;I","L7003","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonScope.java","55","5","55","42","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6846","EMPTY_DOCUMENT","com.google.gson.stream.JsonScope.EMPTY_DOCUMENT;I","L7003","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonScope.java","60","5","60","41","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6915","NONEMPTY_DOCUMENT","com.google.gson.stream.JsonScope.NONEMPTY_DOCUMENT;I","L7003","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonScope.java","65","5","65","44","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L6917","CLOSED","com.google.gson.stream.JsonScope.CLOSED;I","L7003","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonScope.java","70","5","70","33","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2366","BEGIN_ARRAY","com.google.gson.stream.JsonToken.BEGIN_ARRAY;Lcom/google/gson/stream/JsonToken;","L2386","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonToken.java","31","3","31","14","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2375","END_ARRAY","com.google.gson.stream.JsonToken.END_ARRAY;Lcom/google/gson/stream/JsonToken;","L2386","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonToken.java","37","3","37","12","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2380","BEGIN_OBJECT","com.google.gson.stream.JsonToken.BEGIN_OBJECT;Lcom/google/gson/stream/JsonToken;","L2386","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonToken.java","43","3","43","15","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2383","END_OBJECT","com.google.gson.stream.JsonToken.END_OBJECT;Lcom/google/gson/stream/JsonToken;","L2386","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonToken.java","49","3","49","13","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2402","NAME","com.google.gson.stream.JsonToken.NAME;Lcom/google/gson/stream/JsonToken;","L2386","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonToken.java","56","3","56","7","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2406","STRING","com.google.gson.stream.JsonToken.STRING;Lcom/google/gson/stream/JsonToken;","L2386","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonToken.java","61","3","61","9","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2414","NUMBER","com.google.gson.stream.JsonToken.NUMBER;Lcom/google/gson/stream/JsonToken;","L2386","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonToken.java","67","3","67","9","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2410","BOOLEAN","com.google.gson.stream.JsonToken.BOOLEAN;Lcom/google/gson/stream/JsonToken;","L2386","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonToken.java","72","3","72","10","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L953","NULL","com.google.gson.stream.JsonToken.NULL;Lcom/google/gson/stream/JsonToken;","L2386","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonToken.java","77","3","77","7","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2391","END_DOCUMENT","com.google.gson.stream.JsonToken.END_DOCUMENT;Lcom/google/gson/stream/JsonToken;","L2386","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonToken.java","84","3","84","15","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L7037","REPLACEMENT_CHARS","com.google.gson.stream.JsonWriter.REPLACEMENT_CHARS;[Ljava/lang/String;","L890","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonWriter.java","142","3","142","51","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L7039","HTML_SAFE_REPLACEMENT_CHARS","com.google.gson.stream.JsonWriter.HTML_SAFE_REPLACEMENT_CHARS;[Ljava/lang/String;","L890","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonWriter.java","143","3","143","61","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L7043","out","com.google.gson.stream.JsonWriter.out;Ljava/io/Writer;","L890","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonWriter.java","165","3","165","28","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L7045","stack","com.google.gson.stream.JsonWriter.stack;[I","L890","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonWriter.java","167","3","167","37","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L7046","stackSize","com.google.gson.stream.JsonWriter.stackSize;I","L890","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonWriter.java","168","3","168","29","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L7050","indent","com.google.gson.stream.JsonWriter.indent;Ljava/lang/String;","L890","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonWriter.java","177","3","177","25","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L7052","separator","com.google.gson.stream.JsonWriter.separator;Ljava/lang/String;","L890","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonWriter.java","182","3","182","34","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L7054","lenient","com.google.gson.stream.JsonWriter.lenient;Z","L890","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonWriter.java","184","3","184","27","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L7055","htmlSafe","com.google.gson.stream.JsonWriter.htmlSafe;Z","L890","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonWriter.java","186","3","186","28","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L7056","deferredName","com.google.gson.stream.JsonWriter.deferredName;Ljava/lang/String;","L890","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonWriter.java","188","3","188","31","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L7057","serializeNulls","com.google.gson.stream.JsonWriter.serializeNulls;Z","L890","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonWriter.java","190","3","190","41","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L7150","serialVersionUID","com.google.gson.stream.MalformedJsonException.serialVersionUID;J","L5109","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/MalformedJsonException.java","26","3","26","51","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L7169","factory","com.google.gson.stream.JsonReaderPathTest.factory;Lcom/google/gson/stream/JsonReaderPathTest$Factory;","L7159","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","43","3","44","26","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L7832","exposedField","com.google.gson.ExposeAnnotationExclusionStrategyTest$MockObject.exposedField;I","L7820","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/ExposeAnnotationExclusionStrategyTest.java","75","5","76","39","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L7833","explicitlyExposedField","com.google.gson.ExposeAnnotationExclusionStrategyTest$MockObject.explicitlyExposedField;I","L7820","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/ExposeAnnotationExclusionStrategyTest.java","78","5","79","49","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L7834","explicitlyHiddenField","com.google.gson.ExposeAnnotationExclusionStrategyTest$MockObject.explicitlyHiddenField;I","L7820","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/ExposeAnnotationExclusionStrategyTest.java","81","5","82","48","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L7835","explicitlyDifferentModeField","com.google.gson.ExposeAnnotationExclusionStrategyTest$MockObject.explicitlyDifferentModeField;I","L7820","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/ExposeAnnotationExclusionStrategyTest.java","84","5","85","55","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L7836","hiddenField","com.google.gson.ExposeAnnotationExclusionStrategyTest$MockObject.hiddenField;I","L7820","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/ExposeAnnotationExclusionStrategyTest.java","87","5","87","38","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L7862","bar","com.google.gson.FieldAttributesTest$Foo.bar;Ljava/util/List;","L7843","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/FieldAttributesTest.java","79","5","80","39","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L7922","gson","com.google.gson.functional.ArrayTest.gson;Lcom/google/gson/Gson;","L7919","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/ArrayTest.java","40","3","40","21","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L7983","gson","com.google.gson.functional.CircularReferenceTest.gson;Lcom/google/gson/Gson;","L7980","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/CircularReferenceTest.java","39","3","39","21","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L8037","gson","com.google.gson.functional.CollectionTest.gson;Lcom/google/gson/Gson;","L8034","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/CollectionTest.java","53","3","53","21","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L8301","gson","com.google.gson.functional.ConcurrencyTest.gson;Lcom/google/gson/Gson;","L8298","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/ConcurrencyTest.java","34","3","34","21","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L8363","DEFAULT_VALUE","com.google.gson.functional.CustomDeserializerTest.DEFAULT_VALUE;Ljava/lang/String;","L8360","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/CustomDeserializerTest.java","40","3","40","57","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L8364","SUFFIX","com.google.gson.functional.CustomDeserializerTest.SUFFIX;Ljava/lang/String;","L8360","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/CustomDeserializerTest.java","41","3","41","47","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L8365","gson","com.google.gson.functional.CustomDeserializerTest.gson;Lcom/google/gson/Gson;","L8360","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/CustomDeserializerTest.java","43","3","43","21","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L8526","builder","com.google.gson.functional.CustomTypeAdaptersTest.builder;Lcom/google/gson/GsonBuilder;","L8523","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/CustomTypeAdaptersTest.java","49","3","49","31","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L8837","gson","com.google.gson.functional.DefaultTypeAdaptersTest.gson;Lcom/google/gson/Gson;","L8834","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/DefaultTypeAdaptersTest.java","70","3","70","21","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L8838","oldTimeZone","com.google.gson.functional.DefaultTypeAdaptersTest.oldTimeZone;Ljava/util/TimeZone;","L8834","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/DefaultTypeAdaptersTest.java","71","3","71","32","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L9072","stats","com.google.gson.functional.DelegateTypeAdapterTest.stats;Lcom/google/gson/functional/DelegateTypeAdapterTest$StatsTypeAdapterFactory;","L9069","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/DelegateTypeAdapterTest.java","40","3","40","41","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L9076","gson","com.google.gson.functional.DelegateTypeAdapterTest.gson;Lcom/google/gson/Gson;","L9069","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/DelegateTypeAdapterTest.java","41","3","41","21","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L9113","gson","com.google.gson.functional.EnumTest.gson;Lcom/google/gson/Gson;","L9110","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/EnumTest.java","47","3","47","21","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L9298","gson","com.google.gson.functional.EscapingTest.gson;Lcom/google/gson/Gson;","L9295","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/EscapingTest.java","33","3","33","21","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L9310","EXCLUDE_SAMPLE_OBJECT_FOR_TEST","com.google.gson.functional.ExclusionStrategyFunctionalTest.EXCLUDE_SAMPLE_OBJECT_FOR_TEST;Lcom/google/gson/ExclusionStrategy;","L9307","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/ExclusionStrategyFunctionalTest.java","39","3","46","5","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L9320","src","com.google.gson.functional.ExclusionStrategyFunctionalTest.src;Lcom/google/gson/functional/ExclusionStrategyFunctionalTest$SampleObjectForTest;","L9307","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/ExclusionStrategyFunctionalTest.java","48","3","48","35","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L9371","gson","com.google.gson.functional.ExposeFieldsTest.gson;Lcom/google/gson/Gson;","L9368","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/ExposeFieldsTest.java","35","3","35","21","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L9450","VALUE","com.google.gson.functional.FieldExclusionTest.VALUE;Ljava/lang/String;","L9447","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/FieldExclusionTest.java","32","3","32","51","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L9451","outer","com.google.gson.functional.FieldExclusionTest.outer;Lcom/google/gson/functional/FieldExclusionTest$Outer;","L9447","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/FieldExclusionTest.java","34","3","34","23","0","0","0","0","0","0","0","0","0","0","0","0","0"
