"ID","Name","LongName","Parent","McCC","CLOC","PDA","PUA","LLOC","LOC"
"L1357","PostConstructAdapterFactoryTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/extras/src/test/java/com/google/gson/typeadapters/PostConstructAdapterFactoryTest.java","L1356","14","0","0","3","79","113"
"L1358","RuntimeTypeAdapterFactoryTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/extras/src/test/java/com/google/gson/typeadapters/RuntimeTypeAdapterFactoryTest.java","L1356","11","0","0","14","174","212"
"L1359","UtcDateTypeAdapterTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/extras/src/test/java/com/google/gson/typeadapters/UtcDateTypeAdapterTest.java","L1356","3","0","1","6","58","90"
"L13224","BagOfPrimitives.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/metrics/src/main/java/com/google/gson/metrics/BagOfPrimitives.java","L13223","12","0","1","7","67","96"
"L13225","BagOfPrimitivesDeserializationBenchmark.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/metrics/src/main/java/com/google/gson/metrics/BagOfPrimitivesDeserializationBenchmark.java","L13223","16","0","4","1","81","124"
"L13226","CollectionsDeserializationBenchmark.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/metrics/src/main/java/com/google/gson/metrics/CollectionsDeserializationBenchmark.java","L13223","19","0","4","1","100","141"
"L13227","ParseBenchmark.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/metrics/src/main/java/com/google/gson/metrics/ParseBenchmark.java","L13223","25","0","1","2","331","390"
"L13228","SerializationBenchmark.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/metrics/src/main/java/com/google/gson/metrics/SerializationBenchmark.java","L13223","3","0","1","2","25","54"
"L14057","ProtoTypeAdapter.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/proto/src/main/java/com/google/gson/protobuf/ProtoTypeAdapter.java","L14056","31","0","7","4","253","418"
"L14213","ProtosWithAnnotationsTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/proto/src/test/java/com/google/gson/protobuf/functional/ProtosWithAnnotationsTest.java","L14212","2","0","1","5","185","228"
"L14214","ProtosWithComplexAndRepeatedFieldsTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/proto/src/test/java/com/google/gson/protobuf/functional/ProtosWithComplexAndRepeatedFieldsTest.java","L14212","1","0","1","4","73","102"
"L14215","ProtosWithPrimitiveTypesTest.java","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/proto/src/test/java/com/google/gson/protobuf/functional/ProtosWithPrimitiveTypesTest.java","L14212","1","0","0","6","51","77"
