"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","LCOM5","NL","NLE","WMC","CBO","CBOI","NII","NOI","RFC","AD","CD","CLOC","DLOC","PDA","PUA","TCD","TCLOC","DIT","NOA","NOC","NOD","NOP","LLOC","LOC","NA","NG","NLA","NLG","NLM","NLPA","NLPM","NLS","NM","NOS","NPA","NPM","NS","TLLOC","TLOC","TNA","TNG","TNLA","TNLG","TNLM","TNLPA","TNLPM","TNLS","TNM","TNOS","TNPA","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Best Practice Rules","Clone Metric Rules","Code Style Rules","Cohesion Metric Rules","Complexity Metric Rules","Coupling Metric Rules","Design Rules","Documentation Metric Rules","Documentation Rules","Error Prone Rules","Inheritance Metric Rules","Multithreading Rules","Performance Rules","Runtime Rules","Security Rules","Size Metric Rules"
"L2015","FieldNamingPolicy","com.google.gson.FieldNamingPolicy","L106","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/FieldNamingPolicy.java","31","1","189","2","0","0","0","0","0","0","0","0","2","2","2","10","1","10","0","0","3","1","0.644928","89","89","1","0","0.570513","89","1","1","6","6","1","49","141","6","0","6","0","3","6","0","0","4","24","6","1","0","67","159","6","0","6","0","9","6","6","0","28","30","6","7","0","0","0","52","0","1","1","0","0","1","0","0","0","34","0","0","0","0","0","0","0","17"
"L2162","LongSerializationPolicy","com.google.gson.LongSerializationPolicy","L106","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/LongSerializationPolicy.java","27","1","58","2","0","0","0","0","0","0","0","0","0","0","0","1","1","8","2","0","1","1","0.78125","25","25","2","0","0.657895","25","0","0","2","2","0","7","26","2","0","2","0","1","2","1","0","1","0","2","1","0","13","32","2","0","2","0","3","2","3","0","3","2","2","3","0","0","0","18","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","8"
"L3340","JsonToken","com.google.gson.stream.JsonToken","L6712","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonToken.java","25","1","85","2","0","0","0","0","0","0","0","0","0","0","0","0","0","48","0","0","0","1","0.789474","45","45","1","0","0.789474","45","0","0","0","0","0","12","61","10","0","10","0","0","10","0","0","0","0","10","0","0","12","61","10","0","10","0","0","10","0","0","0","0","10","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6"
"L331","JavaWriter$Scope","com.google.gson.codegen.JavaWriter$Scope","L290","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/codegen/src/main/java/com/google/gson/codegen/JavaWriter.java","437","3","442","4","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","6","6","4","0","4","0","0","4","0","0","0","0","4","0","0","6","6","4","0","4","0","0","4","0","0","0","0","4","0","0","0","0","7","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","4"
"L7109","JsonReaderPathTest$Factory","com.google.gson.stream.JsonReaderPathTest$Factory","L7098","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","241","3","255","4","0","0","0","0","0","0","0","0","0","0","0","1","2","3","10","1","2","0","0","0","0","0","1","0","0","0","0","2","2","0","7","8","2","0","2","0","1","2","0","0","1","0","2","0","0","14","15","2","0","2","0","3","2","2","0","3","3","2","0","0","0","0","23","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","8"
"L8390","CustomDeserializerTest$SubTypes","com.google.gson.functional.CustomDeserializerTest$SubTypes","L8314","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/CustomDeserializerTest.java","130","3","140","4","0","0","0","0","0","0","0","0","0","0","0","2","0","1","1","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","11","11","3","1","3","1","2","2","1","0","2","2","2","1","0","11","11","3","1","3","1","2","2","1","0","2","2","2","1","0","0","0","11","0","1","0","0","1","0","0","0","0","7","0","0","0","0","0","0","0","4"
"L9076","EnumTest$MyEnum","com.google.gson.functional.EnumTest$MyEnum","L9064","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/EnumTest.java","97","3","99","4","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","3","3","2","0","2","0","0","2","0","0","0","0","2","0","0","3","3","2","0","2","0","0","2","0","0","0","0","2","0","0","0","0","7","0","1","0","0","1","0","0","0","0","3","0","0","0","0","0","0","0","4"
"L9122","EnumTest$Roshambo","com.google.gson.functional.EnumTest$Roshambo","L9064","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/EnumTest.java","162","3","180","4","0","0","0","0","0","0","0","0","0","0","0","1","0","9","0","0","1","0","0","0","0","0","1","0","0","0","0","3","3","0","9","10","3","0","3","0","1","3","0","0","1","0","3","0","0","18","19","3","0","3","0","4","3","0","0","4","3","3","0","0","0","0","30","0","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","10"
"L9165","EnumTest$Gender","com.google.gson.functional.EnumTest$Gender","L9064","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/EnumTest.java","194","3","200","4","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","6","7","2","0","2","0","0","2","0","0","0","0","2","0","0","6","7","2","0","2","0","0","2","0","0","0","0","2","0","0","0","0","7","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","4"
"L9230","EnumTest$Color","com.google.gson.functional.EnumTest$Color","L9064","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/EnumTest.java","207","3","215","4","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","9","9","5","0","5","0","1","3","0","0","1","2","3","0","0","9","9","5","0","5","0","1","3","0","0","1","2","3","0","0","0","0","9","0","1","0","0","1","0","0","0","0","5","0","0","0","0","0","0","0","4"
