"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","LCOM5","NL","NLE","WMC","CBO","CBOI","NII","NOI","RFC","AD","CD","CLOC","DLOC","PDA","PUA","TCD","TCLOC","DIT","NOA","NOC","NOD","NOP","LLOC","LOC","NA","NG","NLA","NLG","NLM","NLPA","NLPM","NLS","NM","NOS","NPA","NPM","NS","TLLOC","TLOC","TNA","TNG","TNLA","TNLG","TNLM","TNLPA","TNLPM","TNLS","TNM","TNOS","TNPA","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Best Practice Rules","Clone Metric Rules","Code Style Rules","Cohesion Metric Rules","Complexity Metric Rules","Coupling Metric Rules","Design Rules","Documentation Metric Rules","Documentation Rules","Error Prone Rules","Inheritance Metric Rules","Multithreading Rules","Performance Rules","Runtime Rules","Security Rules","Size Metric Rules"
"L1269","JsonSyntaxException","com.google.gson.JsonSyntaxException","L106","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/JsonSyntaxException.java","25","1","47","2","0","0","0","0","0","0","0","0","0","0","0","3","1","33","25","3","6","0.5","0.538462","14","14","2","2","0.538462","14","1","1","0","0","1","12","23","2","0","1","0","3","0","3","0","6","3","0","6","0","12","23","2","0","1","0","3","0","3","0","6","3","0","6","0","0","0","5","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0"
"L853","TypeAdapter<T extends Object>","com.google.gson.TypeAdapter","L106","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/TypeAdapter.java","119","1","290","2","0","0","0","0","0","0","0","0","3","1","1","12","6","127","82","6","15","1","0.811715","194","193","10","0","0.766798","194","0","0","81","81","0","45","158","0","0","0","0","9","0","9","0","9","20","0","9","0","59","172","0","0","0","0","11","0","11","0","18","27","0","18","0","0","0","11","0","0","0","0","0","2","0","0","0","7","0","0","2","0","0","0","0","0"
"L7437","CommentsTest","com.google.gson.CommentsTest","L106","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/CommentsTest.java","27","1","45","2","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","3","4","1","0.3","6","6","2","0","0.3","6","0","0","0","0","0","14","19","0","0","0","0","1","0","1","0","1","3","0","1","0","14","19","3","5","0","0","1","0","1","0","21","3","0","13","0","0","0","5","0","1","1","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0"
"L7704","DefaultDateTypeAdapterTest","com.google.gson.DefaultDateTypeAdapterTest","L106","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/DefaultDateTypeAdapterTest.java","34","1","202","2","0","0","0","0","0","0","0","0","4","1","1","23","3","0","0","7","22","0.0833333","0.0318471","5","5","1","11","0.0318471","5","0","0","0","0","0","152","169","0","0","0","0","15","0","11","0","15","93","0","11","0","152","169","0","0","0","0","15","0","11","0","15","93","0","11","0","0","0","34","1","11","10","0","0","1","0","0","0","33","0","2","0","0","0","0","0","0"
"L7746","DefaultInetAddressTypeAdapterTest","com.google.gson.DefaultInetAddressTypeAdapterTest","L106","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/DefaultInetAddressTypeAdapterTest.java","28","1","45","2","0","0","0","0","0","0","0","0","1","0","0","2","1","0","0","3","5","0.5","0.25","5","5","1","1","0.25","5","0","0","0","0","0","15","18","1","0","1","0","2","0","1","1","2","7","0","1","1","15","18","1","0","1","0","2","0","1","1","2","7","0","1","1","0","0","5","1","3","4","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0"
"L7753","DefaultMapJsonSerializerTest","com.google.gson.DefaultMapJsonSerializerTest","L106","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/DefaultMapJsonSerializerTest.java","31","1","64","2","0","0","0","0","0","0","0","0","2","0","0","3","4","0","0","7","10","0.25","0.171429","6","6","1","3","0.171429","6","0","0","0","0","0","29","34","1","0","1","0","3","0","3","0","3","20","0","3","0","29","34","4","10","1","0","3","0","3","0","43","20","0","27","0","0","0","16","0","13","9","0","3","1","0","0","1","15","0","0","0","0","0","0","0","0"
"L7769","ExposeAnnotationExclusionStrategyTest","com.google.gson.ExposeAnnotationExclusionStrategyTest","L106","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/ExposeAnnotationExclusionStrategyTest.java","31","1","89","2","0","0","0","0","0","0","0","0","1","0","0","7","2","0","0","3","10","0.142857","0.125","5","5","1","6","0.0961538","5","0","0","0","0","0","35","43","1","0","1","0","7","0","6","0","7","18","0","6","0","47","59","6","0","6","0","7","5","6","0","7","18","5","6","0","0","0","26","1","24","18","0","0","0","0","0","7","20","0","0","0","0","0","0","0","6"
"L7792","FieldAttributesTest","com.google.gson.FieldAttributesTest","L106","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/FieldAttributesTest.java","33","1","82","2","0","0","0","0","0","0","0","0","2","1","1","8","3","0","0","8","15","0.142857","0.139535","6","6","1","6","0.12766","6","0","0","0","0","0","37","46","1","0","1","0","7","0","6","1","7","18","0","6","1","41","50","5","5","2","0","7","1","6","1","27","18","1","18","1","0","1","30","1","15","14","0","1","1","0","0","1","23","0","1","0","0","0","0","0","6"
"L12850","GenericArrayTypeTest","com.google.gson.GenericArrayTypeTest","L106","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/GenericArrayTypeTest.java","34","1","57","2","0","0","0","0","0","0","0","0","1","0","0","3","2","0","0","3","6","0.333333","0.230769","6","6","1","2","0.230769","6","0","0","0","0","0","20","24","1","0","1","0","3","0","2","1","3","10","0","2","1","20","24","4","15","1","0","3","0","2","1","63","10","0","38","1","0","0","18","0","7","7","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0"
"L12871","GsonBuilderTest","com.google.gson.GsonBuilderTest","L106","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/GsonBuilderTest.java","32","1","87","2","0","0","0","0","0","0","0","0","4","1","1","5","5","0","0","5","9","0.2","0.128205","5","5","1","4","0.0909091","5","0","0","0","0","0","34","40","1","0","1","0","4","0","4","0","4","10","0","4","0","50","56","6","0","6","0","6","0","6","0","13","12","0","13","0","0","0","26","2","6","4","0","3","2","0","0","1","24","0","0","0","0","0","0","0","0"
"L12903","GsonTest","com.google.gson.GsonTest","L106","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/GsonTest.java","35","1","80","2","0","0","0","0","0","0","0","0","1","0","0","2","8","0","0","10","12","0.333333","0.147059","5","5","1","2","0.139535","6","0","0","0","0","0","29","37","2","0","2","0","2","0","2","0","2","8","0","2","0","37","46","2","0","2","0","5","0","5","0","12","10","0","12","0","0","0","18","0","8","8","0","0","1","0","0","0","17","0","0","0","0","0","0","0","0"
"L12931","GsonTypeAdapterTest","com.google.gson.GsonTypeAdapterTest","L106","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/GsonTypeAdapterTest.java","31","1","148","2","0","0","0","0","0","0","0","0","2","1","1","12","8","0","0","7","14","0.333333","0.0921053","7","7","2","4","0.0642202","7","0","0","0","0","0","69","84","1","0","1","0","7","0","5","1","7","41","0","5","1","102","118","3","0","3","0","12","0","10","1","12","47","0","10","1","0","0","47","2","11","9","0","2","3","0","0","0","42","0","2","2","0","0","0","0","0"
"L13014","InnerClassExclusionStrategyTest","com.google.gson.InnerClassExclusionStrategyTest","L106","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/InnerClassExclusionStrategyTest.java","28","1","58","2","0","0","0","0","0","0","0","0","1","0","0","4","3","0","0","3","7","0.2","0.192308","5","5","1","4","0.166667","5","0","0","0","0","0","21","27","3","0","3","0","4","2","4","0","4","8","2","4","0","25","31","3","0","3","0","4","2","4","0","4","8","2","4","0","0","0","21","0","5","4","0","0","0","0","0","1","17","0","0","0","0","0","0","0","4"
"L13035","JavaSerializationTest","com.google.gson.JavaSerializationTest","L106","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/JavaSerializationTest.java","37","1","75","2","0","0","0","0","0","0","0","0","1","0","0","4","2","0","0","2","6","0.25","0.170732","7","5","1","3","0.170732","7","0","0","0","0","0","34","39","1","0","1","0","4","0","3","0","4","22","0","3","0","34","39","4","15","1","0","4","0","3","0","64","22","0","39","0","0","0","20","0","8","8","0","0","0","0","0","0","20","0","0","0","0","0","0","0","0"
"L13086","JsonArrayTest","com.google.gson.JsonArrayTest","L106","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/JsonArrayTest.java","26","1","102","2","0","0","0","0","0","0","0","0","5","1","1","7","6","0","0","15","20","0.166667","0.0447761","3","3","1","5","0.0447761","3","0","0","0","0","0","64","77","0","0","0","0","5","0","5","0","5","50","0","5","0","64","77","0","0","0","0","5","0","5","0","5","50","0","5","0","0","0","14","1","25","26","0","0","1","0","0","0","13","0","0","0","0","0","0","0","0"
"L13101","JsonNullTest","com.google.gson.JsonNullTest","L106","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/JsonNullTest.java","25","1","40","2","0","0","0","0","0","0","0","0","2","0","0","2","2","0","0","3","5","0.333333","0.176471","3","3","1","2","0.176471","3","0","0","0","0","0","14","16","0","0","0","0","2","0","2","0","2","6","0","2","0","14","16","0","0","0","0","2","0","2","0","2","6","0","2","0","0","0","8","1","3","4","0","0","1","0","0","0","7","0","0","0","0","0","0","0","0"
"L13108","JsonObjectTest","com.google.gson.JsonObjectTest","L106","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/JsonObjectTest.java","28","1","201","2","0","0","0","0","0","0","0","0","14","1","1","15","8","0","0","27","41","0.266667","0.100719","14","14","4","11","0.100719","14","0","0","0","0","0","125","174","0","0","0","0","14","0","14","0","14","94","0","14","0","125","174","0","0","0","0","14","0","14","0","14","94","0","14","0","0","1","26","5","49","50","0","0","1","0","0","1","25","0","4","0","0","0","0","0","0"
"L13133","JsonParserTest","com.google.gson.JsonParserTest","L106","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/JsonParserTest.java","34","1","126","2","0","0","0","0","0","0","0","0","2","1","1","13","9","0","0","21","32","0.0909091","0.0588235","5","5","1","10","0.0588235","5","0","0","0","0","0","80","93","1","0","1","0","11","0","10","1","11","52","0","10","1","80","93","1","0","1","0","11","0","10","1","11","52","0","10","1","0","0","26","0","28","28","0","0","1","0","0","0","25","0","0","0","0","0","0","0","0"
"L13149","JsonPrimitiveTest","com.google.gson.JsonPrimitiveTest","L106","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/JsonPrimitiveTest.java","31","1","247","2","0","0","0","0","0","0","0","0","24","1","1","25","3","0","0","23","47","0.04","0.0531915","10","5","1","24","0.0531915","10","0","0","0","0","0","178","217","0","0","0","0","24","0","24","0","24","123","0","24","0","178","217","0","0","0","0","24","0","24","0","24","123","0","24","0","0","0","52","3","95","85","0","4","1","0","0","0","49","0","1","0","0","8","0","0","2"
"L13194","JsonStreamParserTest","com.google.gson.JsonStreamParserTest","L106","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/JsonStreamParserTest.java","27","1","74","2","0","0","0","0","0","0","0","0","1","1","1","6","2","0","0","4","9","0.2","0.108696","5","5","1","4","0.108696","5","0","0","0","0","0","41","48","1","0","1","0","5","0","4","1","5","25","0","4","1","41","48","1","0","1","0","5","0","4","1","5","25","0","4","1","0","0","13","0","19","19","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0"
"L13205","LongSerializationPolicyTest","com.google.gson.LongSerializationPolicyTest","L106","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/LongSerializationPolicyTest.java","27","1","64","2","0","0","0","0","0","0","0","0","4","0","0","4","5","0","0","11","15","0.2","0.157895","6","6","1","4","0.157895","6","0","0","0","0","0","32","38","0","0","0","0","4","0","4","0","4","18","0","4","0","32","38","0","0","0","0","4","0","4","0","4","18","0","4","0","0","0","12","0","16","16","0","0","1","0","0","0","11","0","0","0","0","0","0","0","0"
"L13796","MixedStreamTest","com.google.gson.MixedStreamTest","L106","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/MixedStreamTest.java","30","1","239","2","0","0","0","0","0","0","0","0","5","1","1","20","8","0","0","27","39","0","0","0","0","0","13","0.00555556","1","0","0","0","0","0","162","188","4","0","4","0","12","0","12","0","12","98","0","12","0","179","210","9","15","6","0","16","0","14","0","76","102","0","50","0","0","3","46","3","30","26","0","3","1","0","0","3","45","1","3","0","0","0","0","0","0"
"L13854","MockExclusionStrategy","com.google.gson.MockExclusionStrategy","L106","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/MockExclusionStrategy.java","25","1","43","2","0","0","0","0","0","0","0","0","1","0","0","3","2","0","0","0","3","0.25","0.272727","6","6","1","3","0.272727","6","1","1","0","0","1","16","19","2","0","2","0","3","0","3","0","3","4","0","3","0","16","19","2","0","2","0","3","0","3","0","3","4","0","3","0","0","0","7","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0"
"L13867","ObjectTypeAdapterTest","com.google.gson.ObjectTypeAdapterTest","L106","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/ObjectTypeAdapterTest.java","25","1","63","2","0","0","0","0","0","0","0","0","1","0","0","5","4","0","0","4","9","0","0","0","0","0","6","0","0","0","0","0","0","0","28","34","2","0","2","0","5","0","5","0","5","14","0","5","0","33","39","4","0","4","0","5","0","5","0","5","14","0","5","0","0","0","16","0","13","9","0","4","0","0","0","0","16","0","0","0","0","0","0","0","0"
"L13890","OverrideCoreTypeAdaptersTest","com.google.gson.OverrideCoreTypeAdaptersTest","L106","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/OverrideCoreTypeAdaptersTest.java","28","1","77","2","0","0","0","0","0","0","0","0","2","0","0","3","5","0","0","9","12","0.25","0.0833333","3","3","1","3","0.0612245","3","0","0","0","0","0","33","37","2","0","2","0","3","0","3","0","3","15","0","3","0","46","50","2","0","2","0","7","0","7","0","21","20","0","21","0","0","0","26","1","20","20","0","0","3","0","0","0","23","0","1","0","0","0","0","0","0"
"L13916","ParameterizedTypeFixtures","com.google.gson.ParameterizedTypeFixtures","L106","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/ParameterizedTypeFixtures.java","36","1","177","2","0.0754717","1","6","1","0.0774648","0.0901639","11","11","0","0","0","0","0","0","0","0","0","1","0.8","8","8","1","0","0.122302","17","0","0","0","0","0","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","122","142","2","4","2","4","11","1","10","0","11","63","1","10","0","0","0","50","5","5","0","13","5","1","0","1","5","28","0","0","1","0","0","0","0","6"
"L13978","ParameterizedTypeTest","com.google.gson.ParameterizedTypeTest","L106","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/ParameterizedTypeTest.java","34","1","57","2","0","0","0","0","0","0","0","0","1","0","0","3","2","0","0","2","5","0.333333","0.222222","6","6","1","2","0.222222","6","0","0","0","0","0","21","24","1","0","1","0","3","0","2","1","3","11","0","2","1","21","24","4","10","1","0","3","0","2","1","43","11","0","26","1","0","0","15","0","9","9","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0"
"L13971","PrimitiveTypeAdapter","com.google.gson.PrimitiveTypeAdapter","L106","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/PrimitiveTypeAdapter.java","30","1","73","2","0","0","0","0","0","0","0","0","1","3","3","12","2","1","1","4","5","0.5","0.166667","8","6","1","1","0.166667","8","0","0","0","0","0","40","44","0","0","0","0","1","0","1","0","1","22","0","1","0","40","44","0","0","0","0","1","0","1","0","1","22","0","1","0","0","0","6","3","5","0","0","5","0","1","0","3","5","0","0","0","0","0","0","0","0"
"L14035","VersionExclusionStrategyTest","com.google.gson.VersionExclusionStrategyTest","L106","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/VersionExclusionStrategyTest.java","28","1","55","2","0","0","0","0","0","0","0","0","1","0","0","3","2","0","0","3","6","0.25","0.217391","5","5","1","3","0.178571","5","0","0","0","0","0","18","22","1","0","1","0","3","0","3","0","3","9","0","3","0","23","28","2","0","2","0","3","1","3","0","3","9","1","3","0","0","0","18","0","10","9","0","0","0","0","0","1","12","0","0","0","0","0","0","0","6"
"L195","CodeGen","com.google.gson.codegen.CodeGen","L182","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/codegen/src/main/java/com/google/gson/codegen/CodeGen.java","24","1","53","2","0","0","0","0","0","0","0","0","1","1","1","5","0","1","1","0","4","0.333333","0.111111","3","3","1","2","0.111111","3","0","0","0","0","0","24","30","0","1","0","1","4","0","2","0","4","12","0","2","0","24","30","0","1","0","1","4","0","2","0","4","12","0","2","0","0","0","9","0","5","1","0","1","0","0","0","1","9","0","0","0","0","2","0","0","0"
"L256","GeneratedTypeAdapterProcessor","com.google.gson.codegen.GeneratedTypeAdapterProcessor","L182","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/codegen/src/main/java/com/google/gson/codegen/GeneratedTypeAdapterProcessor.java","34","1","61","2","0","0","0","0","0","0","0","0","1","2","2","4","3","0","0","7","9","0","0","0","0","0","2","0","0","0","0","0","0","0","26","28","0","0","0","0","2","0","1","0","2","14","0","1","0","26","28","0","0","0","0","2","0","1","0","2","14","0","1","0","0","0","7","2","0","2","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0"
"L290","JavaWriter","com.google.gson.codegen.JavaWriter","L182","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/codegen/src/main/java/com/google/gson/codegen/JavaWriter.java","33","1","443","2","0.108194","1","10","2","0.0583942","0.0816327","24","24","2","4","3","73","1","1","1","0","27","0.857143","0.22372","83","81","18","3","0.220159","83","0","0","0","0","0","288","405","6","0","6","0","27","0","20","0","27","183","0","20","0","294","411","10","0","10","0","27","4","20","0","27","183","4","20","0","0","1","54","2","7","3","9","2","1","0","0","0","34","0","5","0","0","0","0","0","10"
"L751","GraphAdapterBuilder","com.google.gson.graph.GraphAdapterBuilder","L741","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/extras/src/main/java/com/google/gson/graph/GraphAdapterBuilder.java","43","1","308","2","0","0","0","0","0","0","0","0","1","1","1","7","6","1","8","6","10","0.2","0.121212","4","4","1","4","0.286307","69","0","0","0","0","0","29","38","2","0","2","0","4","0","4","0","4","13","0","4","0","172","266","11","0","11","0","15","0","10","0","22","93","0","17","0","0","1","40","0","9","0","0","6","1","0","1","2","36","0","2","1","0","0","0","0","1"
