"ID","Name","Parent","Component","Path","Line","Column","EndLine","EndColumn","CA","CCO","CE","CLLOC","CV","Clone Metric Rules"
"C2640","155~CloneInstance","C464","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/LinkedHashTreeMap.java","364","17","382","8","1","5","12","19","1","0"
"C4426","397~CloneInstance","C1056","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/LinkedHashTreeMap.java","338","3","396","4","1","17","9","59","1","2"
"C4422","392~CloneInstance","C1055","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/LinkedHashTreeMap.java","401","3","424","4","1","5","5","24","1","0"
"C4423","393~CloneInstance","C1055","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/LinkedHashTreeMap.java","429","3","452","4","1","5","5","24","1","0"
"C3107","221~CloneInstance","C605","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/LinkedTreeMap.java","124","5","160","24","1","9","24","37","1","1"
"C1200","2~CloneInstance","C115","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/LinkedTreeMap.java","223","5","273","16","1","7","22","51","1","1"
"C2641","156~CloneInstance","C464","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/LinkedTreeMap.java","318","10","336","8","1","5","12","19","1","0"
"C2642","157~CloneInstance","C464","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/LinkedTreeMap.java","336","17","354","8","1","5","12","19","1","0"
"C4427","398~CloneInstance","C1056","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/LinkedTreeMap.java","310","3","368","4","1","17","9","59","1","2"
"C4424","394~CloneInstance","C1055","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/LinkedTreeMap.java","373","3","396","4","1","5","5","24","1","0"
"C4425","395~CloneInstance","C1055","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/LinkedTreeMap.java","401","3","424","4","1","5","5","24","1","0"
"C4443","403~CloneInstance","C1063","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/PreJava9DateFormatProvider.java","43","3","56","4","1","6","1","14","1","0"
"C4444","404~CloneInstance","C1063","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/internal/PreJava9DateFormatProvider.java","58","3","71","4","1","6","1","14","1","0"
"C4384","387~CloneInstance","C1039","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/internal/LinkedHashTreeMapTest.java","40","3","51","4","1","1","15","12","1","0"
"C4132","352~CloneInstance","C951","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/internal/LinkedHashTreeMapTest.java","82","3","92","4","1","1","14","11","1","0"
"C3913","301~CloneInstance","C899","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/internal/LinkedHashTreeMapTest.java","104","3","118","4","1","3","14","15","1","0"
"C4130","349~CloneInstance","C950","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/internal/LinkedHashTreeMapTest.java","130","3","144","4","1","1","22","15","1","0"
"C4383","386~CloneInstance","C1039","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/internal/LinkedTreeMapTest.java","40","3","51","4","1","1","15","12","1","0"
"C4131","351~CloneInstance","C951","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/internal/LinkedTreeMapTest.java","82","3","92","4","1","1","14","11","1","0"
"C3912","300~CloneInstance","C899","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/internal/LinkedTreeMapTest.java","101","3","115","4","1","3","14","15","1","0"
"C4129","348~CloneInstance","C950","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/internal/LinkedTreeMapTest.java","127","3","141","4","1","1","22","15","1","0"
"C3819","281~CloneInstance","C869","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/reflect/TypeTokenTest.java","47","3","57","4","1","1","70","11","1","0"
"C3820","282~CloneInstance","C869","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/reflect/TypeTokenTest.java","72","3","82","4","1","1","70","11","1","0"
"C1931","18~CloneInstance","C264","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonReader.java","466","15","479","6","1","5","9","14","1","0"
"C1932","19~CloneInstance","C264","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonReader.java","482","10","494","8","1","5","9","13","1","0"
"C3003","213~CloneInstance","C564","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonReader.java","747","5","762","15","1","16","1","16","1","1"
"C3004","214~CloneInstance","C564","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonReader.java","1049","9","1064","19","1","16","1","16","1","1"
"C3501","235~CloneInstance","C731","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonReader.java","1048","16","1064","19","1","16","3","17","1","1"
"C3005","215~CloneInstance","C564","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonReader.java","1128","9","1143","19","1","16","1","16","1","1"
"C3502","236~CloneInstance","C731","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/stream/JsonReader.java","1127","16","1143","19","1","16","3","17","1","1"
"C2228","52~CloneInstance","C333","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","50","5","65","46","1","1","30","16","1","0"
"C2229","53~CloneInstance","C333","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","66","5","81","43","1","1","30","16","1","0"
"C2234","59~CloneInstance","C334","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","50","5","63","46","1","1","28","14","1","0"
"C2235","60~CloneInstance","C334","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","64","5","77","49","1","1","28","14","1","0"
"C2241","67~CloneInstance","C335","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","50","5","61","46","1","1","26","12","1","0"
"C2242","68~CloneInstance","C335","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","62","5","73","46","1","1","26","12","1","0"
"C2248","75~CloneInstance","C336","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","50","5","59","46","1","1","24","10","1","0"
"C2249","76~CloneInstance","C336","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","60","5","69","48","1","1","24","10","1","0"
"C2250","77~CloneInstance","C336","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","70","5","79","46","1","1","24","10","1","0"
"C2512","105~CloneInstance","C437","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","49","5","69","48","1","1","35","21","1","0"
"C2515","109~CloneInstance","C438","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","49","5","77","49","1","1","43","29","1","0"
"C2519","112~CloneInstance","C441","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","49","5","75","49","1","1","41","27","1","0"
"C2521","115~CloneInstance","C442","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","49","5","73","46","1","1","39","25","1","0"
"C2523","118~CloneInstance","C443","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","49","5","71","48","1","1","37","23","1","0"
"C2525","121~CloneInstance","C444","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","49","5","67","47","1","1","33","19","1","0"
"C2528","125~CloneInstance","C445","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","49","5","65","46","1","1","31","17","1","0"
"C2529","126~CloneInstance","C445","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","67","5","83","41","1","1","31","17","1","0"
"C2532","130~CloneInstance","C446","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","49","5","63","46","1","1","29","15","1","0"
"C2533","131~CloneInstance","C446","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","65","5","79","46","1","1","29","15","1","0"
"C2538","137~CloneInstance","C447","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","49","5","61","46","1","1","27","13","1","0"
"C2539","138~CloneInstance","C447","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","63","5","75","49","1","1","27","13","1","0"
"C2545","145~CloneInstance","C448","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","49","5","59","46","1","1","25","11","1","0"
"C2546","146~CloneInstance","C448","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","61","5","71","48","1","1","25","11","1","0"
"C2547","147~CloneInstance","C448","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","73","5","83","41","1","1","25","11","1","0"
"C3665","256~CloneInstance","C814","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","48","5","77","49","1","1","22","30","1","0"
"C3667","259~CloneInstance","C815","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","48","5","69","48","1","1","30","22","1","0"
"C2230","54~CloneInstance","C333","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","90","5","108","43","1","1","44","19","1","0"
"C2236","61~CloneInstance","C334","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","90","5","106","43","1","1","42","17","1","0"
"C2237","62~CloneInstance","C334","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","107","5","123","41","1","1","42","17","1","0"
"C2243","69~CloneInstance","C335","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","90","5","103","43","1","1","40","14","1","0"
"C2244","70~CloneInstance","C335","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","105","5","118","41","1","1","40","14","1","0"
"C2251","78~CloneInstance","C336","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","90","5","101","43","1","1","38","12","1","0"
"C2252","79~CloneInstance","C336","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","102","5","113","43","1","1","38","12","1","0"
"C2513","106~CloneInstance","C437","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","88","5","113","43","1","1","49","26","1","0"
"C2516","110~CloneInstance","C438","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","88","5","123","41","1","1","57","36","1","1"
"C2520","113~CloneInstance","C441","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","88","5","121","41","1","1","55","34","1","1"
"C2522","116~CloneInstance","C442","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","88","5","118","41","1","1","53","31","1","0"
"C2524","119~CloneInstance","C443","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","88","5","116","43","1","1","51","29","1","0"
"C2526","122~CloneInstance","C444","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","88","5","111","43","1","1","47","24","1","0"
"C2530","127~CloneInstance","C445","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","88","5","108","43","1","1","45","21","1","0"
"C2534","132~CloneInstance","C446","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","88","5","106","43","1","1","43","19","1","0"
"C2540","139~CloneInstance","C447","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","88","5","103","43","1","1","41","16","1","0"
"C2541","140~CloneInstance","C447","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","106","5","121","41","1","1","41","16","1","0"
"C2548","148~CloneInstance","C448","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","88","5","101","43","1","1","39","14","1","0"
"C2549","149~CloneInstance","C448","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","103","5","116","43","1","1","39","14","1","0"
"C3666","257~CloneInstance","C814","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","87","5","123","41","1","1","30","37","1","1"
"C3668","260~CloneInstance","C815","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","87","5","113","43","1","1","38","27","1","0"
"C2231","55~CloneInstance","C333","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","130","5","148","41","1","1","44","19","1","0"
"C2238","63~CloneInstance","C334","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","130","5","146","44","1","1","42","17","1","0"
"C2245","71~CloneInstance","C335","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","130","5","143","44","1","1","40","14","1","0"
"C2253","80~CloneInstance","C336","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","130","5","141","44","1","1","38","12","1","0"
"C2254","81~CloneInstance","C336","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","142","5","153","41","1","1","38","12","1","0"
"C2514","107~CloneInstance","C437","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","128","5","153","41","1","1","49","26","1","0"
"C2527","123~CloneInstance","C444","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","128","5","151","41","1","1","47","24","1","0"
"C2531","128~CloneInstance","C445","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","128","5","148","41","1","1","45","21","1","0"
"C2535","133~CloneInstance","C446","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","128","5","146","44","1","1","43","19","1","0"
"C2542","141~CloneInstance","C447","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","128","5","143","44","1","1","41","16","1","0"
"C2550","150~CloneInstance","C448","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","128","5","141","44","1","1","39","14","1","0"
"C3669","261~CloneInstance","C815","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","127","5","153","41","1","1","30","27","1","0"
"C2232","56~CloneInstance","C333","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","204","5","219","41","1","1","30","16","1","0"
"C2239","64~CloneInstance","C334","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","204","5","217","44","1","1","28","14","1","0"
"C2246","72~CloneInstance","C335","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","204","5","215","45","1","1","26","12","1","0"
"C2255","82~CloneInstance","C336","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","204","5","213","44","1","1","24","10","1","0"
"C2536","134~CloneInstance","C446","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","205","5","219","41","1","1","29","15","1","0"
"C2543","142~CloneInstance","C447","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","205","5","217","44","1","1","27","13","1","0"
"C2551","151~CloneInstance","C448","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","205","5","215","45","1","1","25","11","1","0"
"C3660","253~CloneInstance","C812","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","202","3","220","4","1","1","16","19","1","0"
"C2233","57~CloneInstance","C333","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","224","5","239","41","1","1","30","16","1","0"
"C2240","65~CloneInstance","C334","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","224","5","237","44","1","1","28","14","1","0"
"C2247","73~CloneInstance","C335","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","224","5","235","47","1","1","26","12","1","0"
"C2256","83~CloneInstance","C336","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","224","5","233","44","1","1","24","10","1","0"
"C2537","135~CloneInstance","C446","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","225","5","239","41","1","1","29","15","1","0"
"C2544","143~CloneInstance","C447","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","225","5","237","44","1","1","27","13","1","0"
"C2552","152~CloneInstance","C448","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","225","5","235","47","1","1","25","11","1","0"
"C3661","254~CloneInstance","C812","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderPathTest.java","222","3","240","4","1","1","16","19","1","0"
"C3939","309~CloneInstance","C910","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderTest.java","107","3","117","4","1","1","43","11","1","0"
"C3940","310~CloneInstance","C910","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderTest.java","136","3","146","4","1","1","43","11","1","0"
"C3941","311~CloneInstance","C910","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderTest.java","148","3","158","4","1","1","43","11","1","0"
"C4111","338~CloneInstance","C946","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderTest.java","260","3","269","4","1","2","15","10","1","0"
"C4112","339~CloneInstance","C946","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/stream/JsonReaderTest.java","271","3","280","4","1","2","15","10","1","0"
