"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","HCPL","HDIF","HEFF","HNDB","HPL","HPV","HTRP","HVOL","MI","MIMS","MISEI","MISM","McCC","NL","NLE","NII","NOI","CD","CLOC","DLOC","TCD","TCLOC","LLOC","LOC","NOS","NUMPAR","TLLOC","TLOC","TNOS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Best Practice Rules","Clone Metric Rules","Code Style Rules","Complexity Metric Rules","Coupling Metric Rules","Design Rules","Documentation Metric Rules","Documentation Rules","Error Prone Rules","Multithreading Rules","Performance Rules","Runtime Rules","Security Rules","Size Metric Rules"
"L8521","void disable_testCustomDeserializersOfSelf()","com.google.gson.functional.CustomTypeAdaptersTest.disable_testCustomDeserializersOfSelf()V","L8480","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/CustomTypeAdaptersTest.java","98","3","107","4","0","0","0","0","0","0","0","0","101.623","13.75","4053.54","254.228","62","27","225.197","294.803","105.606","61.758","76.7585","44.888","1","0","0","0","5","0","0","0","0","0","9","10","7","0","9","10","7","0","0","2","0","2","2","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L8526","void testCustomNestedSerializers()","com.google.gson.functional.CustomTypeAdaptersTest.testCustomNestedSerializers()V","L8480","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/CustomTypeAdaptersTest.java","109","3","119","4","0","0","0","0","0","0","0","0","92.3203","13.3","2439.2","181.203","40","24","135.511","183.398","112.146","65.5822","86.1929","50.4052","1","0","0","0","5","0","0","0","0","0","7","7","3","0","11","11","4","0","0","7","0","1","1","0","0","0","0","0","7","0","0","0","0","0","0","0"
"L8537","void testCustomNestedDeserializers()","com.google.gson.functional.CustomTypeAdaptersTest.testCustomNestedDeserializers()V","L8480","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/CustomTypeAdaptersTest.java","121","3","133","4","0","0","0","0","0","0","0","0","120.768","14","3503.52","230.676","51","30","194.64","250.251","108.366","63.3721","80.7404","47.2166","1","0","0","0","6","0","0","0","0","0","8","8","4","0","13","13","6","0","0","7","0","1","1","0","0","0","0","0","7","0","0","0","0","0","0","0"
"L8548","void testCustomTypeAdapterDoesNotAppliesToSubClasses()","com.google.gson.functional.CustomTypeAdaptersTest.testCustomTypeAdapterDoesNotAppliesToSubClasses()V","L8480","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/CustomTypeAdaptersTest.java","135","3","150","4","0.771084","1","1","1","0.75","0.75","12","12","117.759","23.5714","7901.16","396.699","69","29","438.953","335.201","103.232","60.3693","73.3326","42.8846","1","0","0","0","4","0","0","0","0","0","10","10","7","0","16","16","10","0","0","23","0","3","3","16","0","0","0","0","7","0","0","0","0","0","0","0"
"L8571","void testCustomTypeAdapterAppliesToSubClassesSerializedAsBaseClass()","com.google.gson.functional.CustomTypeAdaptersTest.testCustomTypeAdapterAppliesToSubClassesSerializedAsBaseClass()V","L8480","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/CustomTypeAdaptersTest.java","152","3","168","4","0.688172","1","1","1","0.705882","0.705882","12","12","132.571","23","8855","428.015","77","32","491.944","385","100.967","59.0452","70.0659","40.9742","1","0","0","0","5","0","0","0","0","0","11","11","8","0","17","17","11","0","0","23","0","4","4","16","0","0","0","0","7","0","0","0","0","0","0","0"
"L8514","Gson createGsonObjectWithFooTypeAdapter()","com.google.gson.functional.CustomTypeAdaptersTest.createGsonObjectWithFooTypeAdapter()Lcom/google/gson/Gson;","L8480","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/CustomTypeAdaptersTest.java","180","3","182","4","0","0","0","0","0","0","0","0","55.303","7","588","70.1862","21","16","32.6667","84","129.932","75.9838","111.854","65.4114","1","0","0","2","3","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L8603","void testCustomSerializerInvokedForPrimitives()","com.google.gson.functional.CustomTypeAdaptersTest.testCustomSerializerInvokedForPrimitives()V","L8480","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/CustomTypeAdaptersTest.java","211","3","221","4","0","0","0","0","0","0","0","0","103.588","11","2249.06","171.659","43","27","124.948","204.46","109.417","63.9866","82.2565","48.1032","1","0","0","0","4","0","0","0","0","0","8","8","3","0","11","11","4","0","0","7","0","3","3","0","0","0","0","0","7","0","0","0","0","0","0","0"
"L8614","void testCustomDeserializerInvokedForPrimitives()","com.google.gson.functional.CustomTypeAdaptersTest.testCustomDeserializerInvokedForPrimitives()V","L8480","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/CustomTypeAdaptersTest.java","223","3","235","4","0","0","0","0","0","0","0","0","113.93","13.3","3165.95","215.61","49","29","175.886","238.041","106.718","62.4083","78.3629","45.8262","1","0","0","0","4","0","0","0","0","0","9","9","3","0","13","13","4","0","0","7","0","5","5","0","0","0","0","0","7","0","0","0","0","0","0","0"
"L8624","void testCustomByteArraySerializer()","com.google.gson.functional.CustomTypeAdaptersTest.testCustomByteArraySerializer()V","L8480","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/CustomTypeAdaptersTest.java","237","3","251","4","0","0","0","0","0","0","0","0","144.711","11.2812","3240.42","218.978","56","35","180.024","287.24","109.813","64.2179","82.8271","48.4369","1","0","0","0","4","0","0","0","0","0","7","7","4","0","15","15","8","0","0","7","0","1","1","0","0","0","0","0","7","0","0","0","0","0","0","0"
"L8636","void testCustomByteArrayDeserializerAndInstanceCreator()","com.google.gson.functional.CustomTypeAdaptersTest.testCustomByteArrayDeserializerAndInstanceCreator()V","L8480","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/CustomTypeAdaptersTest.java","253","3","273","4","0","0","0","0","0","0","0","0","214.204","18.1818","8786.35","425.8","87","47","488.131","483.249","98.1457","57.3952","66.0972","38.6533","2","1","1","0","4","0","0","0","0","0","12","12","9","0","21","21","16","0","0","7","0","2","1","0","0","0","0","0","7","0","0","0","1","0","0","0"
"L8681","void testCustomAdapterInvokedForCollectionElementSerializationWithType()","com.google.gson.functional.CustomTypeAdaptersTest.testCustomAdapterInvokedForCollectionElementSerializationWithType()V","L8480","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/CustomTypeAdaptersTest.java","311","3","321","4","0","0","0","0","0","0","0","0","167.825","22.4","9639.39","452.932","82","38","535.522","430.33","100.388","58.7067","90.8536","53.1308","1","0","0","0","6","0.0833333","1","1","0.0833333","1","11","11","7","0","11","11","7","0","0","5","2","2","1","0","1","0","0","0","5","0","2","0","0","0","0","0"
"L8699","void testCustomAdapterInvokedForCollectionElementSerialization()","com.google.gson.functional.CustomTypeAdaptersTest.testCustomAdapterInvokedForCollectionElementSerialization()V","L8480","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/CustomTypeAdaptersTest.java","324","3","333","4","0","0","0","0","0","0","0","0","138.568","18.6667","6214.69","338.023","66","33","345.261","332.93","103.267","60.39","95.8985","56.081","1","0","0","0","5","0.0909091","1","1","0.0909091","1","10","10","6","0","10","10","6","0","0","2","0","2","1","0","1","0","0","0","2","0","0","0","0","0","0","0"
"L8701","void testCustomAdapterInvokedForCollectionElementDeserialization()","com.google.gson.functional.CustomTypeAdaptersTest.testCustomAdapterInvokedForCollectionElementDeserialization()V","L8480","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/CustomTypeAdaptersTest.java","336","3","346","4","0","0","0","0","0","0","0","0","164.202","18.2692","7478.3","382.415","78","38","415.461","409.338","100.648","58.8588","91.2288","53.3502","1","0","0","0","5","0.0833333","1","1","0.0833333","1","11","11","7","0","11","11","7","0","0","5","0","4","4","0","0","0","0","0","5","0","0","0","0","0","0","0"
"L8706","void testCustomAdapterInvokedForMapElementSerializationWithType()","com.google.gson.functional.CustomTypeAdaptersTest.testCustomAdapterInvokedForMapElementSerializationWithType()V","L8480","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/CustomTypeAdaptersTest.java","349","3","359","4","0","0","0","0","0","0","0","0","172.66","21.6364","9834.69","459.029","86","39","546.372","454.545","100.104","58.5402","90.4429","52.8906","1","0","0","0","6","0.0833333","1","1","0.0833333","1","11","11","7","0","11","11","7","0","0","5","0","2","1","0","1","0","0","0","5","0","0","0","0","0","0","0"
"L8720","void testCustomAdapterInvokedForMapElementSerialization()","com.google.gson.functional.CustomTypeAdaptersTest.testCustomAdapterInvokedForMapElementSerialization()V","L8480","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/CustomTypeAdaptersTest.java","362","3","371","4","0","0","0","0","0","0","0","0","143.258","18","6318.63","341.782","69","34","351.035","351.035","102.992","60.229","95.5012","55.8487","1","0","0","0","5","0.0909091","1","1","0.0909091","1","10","10","6","0","10","10","6","0","0","2","0","2","1","0","1","0","0","0","2","0","0","0","0","0","0","0"
"L8722","void testCustomAdapterInvokedForMapElementDeserialization()","com.google.gson.functional.CustomTypeAdaptersTest.testCustomAdapterInvokedForMapElementDeserialization()V","L8480","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/CustomTypeAdaptersTest.java","374","3","384","4","0","0","0","0","0","0","0","0","169.399","17.8571","7361.81","378.434","78","39","408.989","412.261","100.611","58.8371","91.1754","53.3189","1","0","0","0","5","0.0833333","1","1","0.0833333","1","11","11","7","0","11","11","7","0","0","5","0","4","4","0","0","0","0","0","5","0","0","0","0","0","0","0"
"L8727","void testEnsureCustomSerializerNotInvokedForNullValues()","com.google.gson.functional.CustomTypeAdaptersTest.testEnsureCustomSerializerNotInvokedForNullValues()V","L8480","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/CustomTypeAdaptersTest.java","386","3","393","4","0","0","0","0","0","0","0","0","106.09","14.2857","3260.49","219.882","48","27","181.139","228.235","108.845","63.6521","81.4313","47.6206","1","0","0","0","6","0","0","0","0","0","8","8","4","0","8","8","4","0","0","2","0","1","1","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L8743","void testEnsureCustomDeserializerNotInvokedForNullValues()","com.google.gson.functional.CustomTypeAdaptersTest.testEnsureCustomDeserializerNotInvokedForNullValues()V","L8480","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/CustomTypeAdaptersTest.java","395","3","402","4","0","0","0","0","0","0","0","0","103.588","12","2510.58","184.721","44","27","139.477","209.215","109.298","63.9167","82.084","48.0023","1","0","0","0","4","0","0","0","0","0","8","8","4","0","8","8","4","0","0","2","0","1","1","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L8751","void testRegisterHierarchyAdapterForDate()","com.google.gson.functional.CustomTypeAdaptersTest.testRegisterHierarchyAdapterForDate()V","L8480","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/CustomTypeAdaptersTest.java","405","3","413","4","0","0","0","0","0","0","0","0","157.345","15.6071","6910.9","362.819","85","37","383.939","442.804","103.491","60.5209","97.2333","56.8616","1","0","0","0","5","0.1","1","1","0.1","1","9","9","5","0","9","9","5","0","0","2","0","5","5","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L8796","void setUp()","com.google.gson.functional.DefaultTypeAdaptersTest.setUp()V","L8791","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/DefaultTypeAdaptersTest.java","73","3","80","4","0","0","0","0","0","0","0","0","98.0482","10","1996.86","158.574","43","25","110.937","199.686","109.54","64.0585","82.4337","48.2069","1","0","0","0","1","0","0","0","0","0","8","8","5","0","8","8","5","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L8799","void tearDown()","com.google.gson.functional.DefaultTypeAdaptersTest.tearDown()V","L8791","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/DefaultTypeAdaptersTest.java","82","3","86","4","0","0","0","0","0","0","0","0","40.0537","5.5","305.286","45.339","15","13","16.9603","55.5066","123.811","72.4043","103.023","60.2473","1","0","0","0","0","0","0","0","0","0","5","5","2","0","5","5","2","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L8800","void testClassSerialization()","com.google.gson.functional.DefaultTypeAdaptersTest.testClassSerialization()V","L8791","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/DefaultTypeAdaptersTest.java","88","3","95","4","0","0","0","0","0","0","0","0","100.362","12.2143","2353.91","176.954","41","26","130.773","192.718","111.658","65.297","111.628","65.2797","2","1","1","0","4","0.125","1","0","0.125","1","7","8","4","0","7","8","4","0","0","2","0","1","1","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L8806","void testClassDeserialization()","com.google.gson.functional.DefaultTypeAdaptersTest.testClassDeserialization()V","L8791","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/DefaultTypeAdaptersTest.java","97","3","104","4","0","0","0","0","0","0","0","0","119.658","13","3125.69","213.778","49","30","173.649","240.438","110.507","64.6242","109.969","64.3091","2","1","1","0","4","0.125","1","0","0.125","1","7","8","4","0","7","8","4","0","0","2","0","1","1","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L8807","void testUrlSerialization()","com.google.gson.functional.DefaultTypeAdaptersTest.testUrlSerialization()V","L8791","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/DefaultTypeAdaptersTest.java","106","3","110","4","0","0","0","0","0","0","0","0","63.6155","8.66667","957.2","97.1259","26","19","53.1778","110.446","120.234","70.312","97.8613","57.2288","1","0","0","0","1","0","0","0","0","0","5","5","3","0","5","5","3","0","0","2","1","1","1","0","0","0","0","0","2","0","1","0","0","0","0","0"
"L8808","void testUrlDeserialization()","com.google.gson.functional.DefaultTypeAdaptersTest.testUrlDeserialization()V","L8791","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/DefaultTypeAdaptersTest.java","112","3","120","4","0","0","0","0","0","0","0","0","81.0733","9.16667","2073.3","162.595","50","23","115.183","226.178","108.892","63.6796","81.4992","47.6603","1","0","0","0","1","0","0","0","0","0","8","9","6","0","8","9","6","0","0","2","0","3","3","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L8809","void testUrlNullSerialization()","com.google.gson.functional.DefaultTypeAdaptersTest.testUrlNullSerialization()V","L8791","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/DefaultTypeAdaptersTest.java","122","3","125","4","0","0","0","0","0","0","0","0","51.0196","7.5","600","71.1379","20","16","33.3333","80","125.525","73.4067","105.496","61.6936","1","0","0","0","1","0","0","0","0","0","4","4","2","0","4","4","2","0","0","2","0","1","1","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L8815","void testUrlNullDeserialization()","com.google.gson.functional.DefaultTypeAdaptersTest.testUrlNullDeserialization()V","L8791","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/DefaultTypeAdaptersTest.java","127","3","131","4","0","0","0","0","0","0","0","0","52.5293","5.625","551.807","67.2757","24","17","30.656","98.0991","120.85","70.6725","98.7507","57.7489","1","0","0","0","1","0","0","0","0","0","5","5","3","0","5","5","3","0","0","2","0","1","1","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L8818","void testUriSerialization()","com.google.gson.functional.DefaultTypeAdaptersTest.testUriSerialization()V","L8791","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/DefaultTypeAdaptersTest.java","137","3","141","4","0","0","0","0","0","0","0","0","63.6155","8.66667","957.2","97.1259","26","19","53.1778","110.446","120.234","70.312","97.8613","57.2288","1","0","0","0","1","0","0","0","0","0","5","5","3","0","5","5","3","0","0","2","0","1","1","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L8819","void testUriDeserialization()","com.google.gson.functional.DefaultTypeAdaptersTest.testUriDeserialization()V","L8791","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/DefaultTypeAdaptersTest.java","143","3","148","4","0","0","0","0","0","0","0","0","71.273","7.7","1183.73","111.901","35","21","65.7627","153.731","115.56","67.5792","91.1194","53.2862","1","0","0","0","1","0","0","0","0","0","6","6","4","0","6","6","4","0","0","2","0","1","1","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L8820","void testNullSerialization()","com.google.gson.functional.DefaultTypeAdaptersTest.testNullSerialization()V","L8791","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/DefaultTypeAdaptersTest.java","150","3","183","4","0","0","0","0","0","0","0","0","392.942","21","22106.1","787.664","169","75","1228.12","1052.67","77.4557","45.2957","36.1459","21.138","1","0","0","0","1","0","0","0","0","0","34","34","32","0","34","34","32","0","0","2","4","0","4","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L8821","void testNullSerializationAndDeserialization(Class<?> c)","com.google.gson.functional.DefaultTypeAdaptersTest.testNullSerializationAndDeserialization(Ljava/lang/Class;)V","L8791","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/DefaultTypeAdaptersTest.java","185","3","188","4","0","0","0","0","0","0","0","0","57.2193","6.875","688.038","77.9366","24","18","38.2243","100.078","124.361","72.7258","103.816","60.7112","1","0","0","1","2","0","0","0","0","0","4","4","2","1","4","4","2","0","0","2","1","3","3","0","0","0","0","0","2","0","1","0","0","0","0","0"
"L8824","void testUuidSerialization()","com.google.gson.functional.DefaultTypeAdaptersTest.testUuidSerialization()V","L8791","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/DefaultTypeAdaptersTest.java","190","3","194","4","0","0","0","0","0","0","0","0","72.9545","10","1317.7","120.192","30","21","73.2053","131.77","119.316","69.7752","96.537","56.4544","1","0","0","0","1","0","0","0","0","0","5","5","3","0","5","5","3","0","0","2","0","1","1","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L8825","void testUuidDeserialization()","com.google.gson.functional.DefaultTypeAdaptersTest.testUuidDeserialization()V","L8791","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/DefaultTypeAdaptersTest.java","196","3","201","4","0","0","0","0","0","0","0","0","71.273","7.7","1183.73","111.901","35","21","65.7627","153.731","115.56","67.5792","91.1194","53.2862","1","0","0","0","1","0","0","0","0","0","6","6","4","0","6","6","4","0","0","2","0","1","1","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L8826","void testLocaleSerializationWithLanguage()","com.google.gson.functional.DefaultTypeAdaptersTest.testLocaleSerializationWithLanguage()V","L8791","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/DefaultTypeAdaptersTest.java","203","3","206","4","0","0","0","0","0","0","0","0","44.8289","6","445.386","58.3209","19","15","24.7436","74.2309","125.915","73.6343","106.057","62.0219","1","0","0","0","1","0","0","0","0","0","4","4","2","0","4","4","2","0","0","2","0","1","1","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L8827","void testLocaleDeserializationWithLanguage()","com.google.gson.functional.DefaultTypeAdaptersTest.testLocaleDeserializationWithLanguage()V","L8791","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/DefaultTypeAdaptersTest.java","208","3","212","4","0","0","0","0","0","0","0","0","57.2193","6.25","677.613","77.1474","26","18","37.6452","108.418","120.33","70.3684","98.0004","57.3102","1","0","0","0","1","0","0","0","0","0","5","5","3","0","5","5","3","0","0","2","0","1","1","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L8830","void testLocaleSerializationWithLanguageCountry()","com.google.gson.functional.DefaultTypeAdaptersTest.testLocaleSerializationWithLanguageCountry()V","L8791","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/DefaultTypeAdaptersTest.java","214","3","217","4","0","0","0","0","0","0","0","0","40.139","5.4","349.515","49.6186","17","14","19.4175","64.725","126.627","74.051","107.085","62.6231","1","0","0","0","1","0","0","0","0","0","4","4","2","0","4","4","2","0","0","2","0","1","1","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L8833","void testLocaleDeserializationWithLanguageCountry()","com.google.gson.functional.DefaultTypeAdaptersTest.testLocaleDeserializationWithLanguageCountry()V","L8791","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/DefaultTypeAdaptersTest.java","219","3","223","4","0","0","0","0","0","0","0","0","57.2193","6.25","651.551","75.1563","25","18","36.1973","104.248","120.534","70.4876","98.2946","57.4822","1","0","0","0","1","0","0","0","0","0","5","5","3","0","5","5","3","0","0","2","0","1","1","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L8834","void testLocaleSerializationWithLanguageCountryVariant()","com.google.gson.functional.DefaultTypeAdaptersTest.testLocaleSerializationWithLanguageCountryVariant()V","L8791","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/DefaultTypeAdaptersTest.java","225","3","229","4","0","0","0","0","0","0","0","0","62.0537","6.875","759.317","83.2304","26","19","42.1843","110.446","120.234","70.312","97.8613","57.2288","1","0","0","0","1","0","0","0","0","0","5","5","3","0","5","5","3","0","0","2","0","1","1","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L8835","void testLocaleDeserializationWithLanguageCountryVariant()","com.google.gson.functional.DefaultTypeAdaptersTest.testLocaleDeserializationWithLanguageCountryVariant()V","L8791","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/DefaultTypeAdaptersTest.java","231","3","237","4","0","0","0","0","0","0","0","0","76.2388","8.4","1423.45","126.54","38","22","79.0806","169.458","112.557","65.8226","86.786","50.752","1","0","0","0","1","0","0","0","0","0","7","7","5","0","7","7","5","0","0","2","0","4","4","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L8840","void testBigDecimalFieldSerialization()","com.google.gson.functional.DefaultTypeAdaptersTest.testBigDecimalFieldSerialization()V","L8791","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/DefaultTypeAdaptersTest.java","239","3","244","4","0","0","0","0","0","0","0","0","97.2193","12.8","3008.28","208.391","50","26","167.127","235.022","113.353","66.2884","87.935","51.424","1","0","0","0","2","0","0","0","0","0","6","6","4","0","6","6","4","0","0","2","0","1","1","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L8850","void testBigDecimalFieldDeserialization()","com.google.gson.functional.DefaultTypeAdaptersTest.testBigDecimalFieldDeserialization()V","L8791","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/DefaultTypeAdaptersTest.java","246","3","251","4","0","0","0","0","0","0","0","0","71.5489","9.33333","1598.8","136.73","39","21","88.8224","171.3","114.998","67.2501","90.3076","52.8115","1","0","0","0","3","0","0","0","0","0","6","6","4","0","6","6","4","0","0","2","0","1","1","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L8853","void testBadValueForBigDecimalDeserialization()","com.google.gson.functional.DefaultTypeAdaptersTest.testBadValueForBigDecimalDeserialization()V","L8791","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/DefaultTypeAdaptersTest.java","253","3","258","4","0","0","0","0","0","0","0","0","52.8708","5","367.872","51.341","18","17","20.4373","73.5743","119.162","69.6856","96.4177","56.3846","2","1","1","0","1","0","0","0","0","0","6","6","3","0","6","6","3","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L8854","void testBigIntegerFieldSerialization()","com.google.gson.functional.DefaultTypeAdaptersTest.testBigIntegerFieldSerialization()V","L8791","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/DefaultTypeAdaptersTest.java","260","3","264","4","0","0","0","0","0","0","0","0","54.6292","9.6","1059.47","103.926","27","17","58.8595","110.361","120.238","70.3144","97.8671","57.2322","1","0","0","0","3","0","0","0","0","0","5","5","3","0","5","5","3","0","0","2","0","1","1","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L8862","void testBigIntegerFieldDeserialization()","com.google.gson.functional.DefaultTypeAdaptersTest.testBigIntegerFieldDeserialization()V","L8791","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/DefaultTypeAdaptersTest.java","266","3","271","4","0","0","0","0","0","0","0","0","71.5489","9.33333","1598.8","136.73","39","21","88.8224","171.3","114.998","67.2501","90.3076","52.8115","1","0","0","0","3","0","0","0","0","0","6","6","4","0","6","6","4","0","0","2","0","1","1","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L8865","void testOverrideBigIntegerTypeAdapter()","com.google.gson.functional.DefaultTypeAdaptersTest.testOverrideBigIntegerTypeAdapter()V","L8791","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/DefaultTypeAdaptersTest.java","273","3","279","4","0","0","0","0","0","0","0","0","118.764","11.2273","2919.82","204.286","53","30","162.212","260.065","110.329","64.5201","83.5727","48.8729","1","0","0","0","6","0","0","0","0","0","7","7","3","0","7","7","3","0","0","2","0","3","3","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L8871","void testOverrideBigDecimalTypeAdapter()","com.google.gson.functional.DefaultTypeAdaptersTest.testOverrideBigDecimalTypeAdapter()V","L8791","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/test/java/com/google/gson/functional/DefaultTypeAdaptersTest.java","281","3","287","4","0","0","0","0","0","0","0","0","118.764","11.2273","2919.82","204.286","53","30","162.212","260.065","110.329","64.5201","83.5727","48.8729","1","0","0","0","6","0","0","0","0","0","7","7","3","0","7","7","3","0","0","2","0","3","3","0","0","0","0","0","2","0","0","0","0","0","0","0"
