"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","HCPL","HDIF","HEFF","HNDB","HPL","HPV","HTRP","HVOL","MI","MIMS","MISEI","MISM","McCC","NL","NLE","NII","NOI","CD","CLOC","DLOC","TCD","TCLOC","LLOC","LOC","NOS","NUMPAR","TLLOC","TLOC","TNOS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Best Practice Rules","Clone Metric Rules","Code Style Rules","Complexity Metric Rules","Coupling Metric Rules","Design Rules","Documentation Metric Rules","Documentation Rules","Error Prone Rules","Multithreading Rules","Performance Rules","Runtime Rules","Security Rules","Size Metric Rules"
"L5463","DefaultDateTypeAdapter(Class<? extends Date> dateType)","com.google.gson.DefaultDateTypeAdapter.<init>(Ljava/lang/Class;)V","L5454","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/DefaultDateTypeAdapter.java","56","3","65","4","0","0","0","0","0","0","0","0","131.606","31.25","12849.9","548.615","83","31","713.886","411.198","101.709","59.4789","71.3396","41.719","3","1","1","7","3","0","0","0","0","0","10","10","6","1","10","10","6","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L5469","DefaultDateTypeAdapter(Class<? extends Date> dateType, String datePattern)","com.google.gson.DefaultDateTypeAdapter.<init>(Ljava/lang/Class;Ljava/lang/String;)V","L5454","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/DefaultDateTypeAdapter.java","67","3","73","4","0","0","0","0","0","0","0","0","119.552","21.0833","5530.81","312.747","54","29","307.267","262.331","110.054","64.3592","83.2776","48.7003","2","1","1","3","1","0","0","0","0","0","7","7","4","2","7","7","4","0","0","2","0","1","0","0","0","0","0","0","2","0","1","0","0","0","0","0"
"L5474","DefaultDateTypeAdapter(Class<? extends Date> dateType, int style)","com.google.gson.DefaultDateTypeAdapter.<init>(Ljava/lang/Class;I)V","L5454","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/DefaultDateTypeAdapter.java","75","3","84","4","0","0","0","0","0","0","0","0","137.721","28.1667","9858.33","459.765","70","32","547.685","350","102.547","59.9689","72.5485","42.426","3","1","1","4","3","0","0","0","0","0","10","10","6","2","10","10","6","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L5482","DefaultDateTypeAdapter(int dateStyle, int timeStyle)","com.google.gson.DefaultDateTypeAdapter.<init>(II)V","L5454","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/DefaultDateTypeAdapter.java","86","3","88","4","0","0","0","0","0","0","0","0","19.6096","3.75","142.647","27.3007","12","9","7.92481","38.0391","134.052","78.3928","117.797","68.8869","1","0","0","3","1","0","0","0","0","0","3","3","1","2","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L5485","DefaultDateTypeAdapter(Class<? extends Date> dateType, int dateStyle, int timeStyle)","com.google.gson.DefaultDateTypeAdapter.<init>(Ljava/lang/Class;II)V","L5454","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/DefaultDateTypeAdapter.java","90","3","99","4","0","0","0","0","0","0","0","0","148.033","32.7857","12676.5","543.667","76","34","704.25","386.647","102.029","59.6661","71.8014","41.9891","3","1","1","2","3","0","0","0","0","0","10","10","6","3","10","10","6","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L5466","Class<? extends Date> verifyDateType(Class<? extends Date> dateType)","com.google.gson.DefaultDateTypeAdapter.verifyDateType(Ljava/lang/Class;)Ljava/lang/Class;","L5454","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/DefaultDateTypeAdapter.java","101","3","106","4","0","0","0","0","0","0","0","0","147.061","16.2917","5264.57","302.628","63","35","292.476","323.145","111.007","64.9166","84.8562","49.6235","4","1","1","4","0","0","0","0","0","0","6","6","3","1","6","6","3","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L5491","void write(JsonWriter out, Date value)","com.google.gson.DefaultDateTypeAdapter.write(Lcom/google/gson/stream/JsonWriter;Ljava/util/Date;)V","L5454","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/DefaultDateTypeAdapter.java","110","3","120","4","0","0","0","0","0","0","0","0","117.759","20.4286","4465.87","271.188","45","29","248.104","218.609","103.68","60.6317","102.628","60.0166","2","1","1","0","2","0.153846","2","2","0.153846","2","11","11","6","2","11","11","6","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L5496","Date read(JsonReader in)","com.google.gson.DefaultDateTypeAdapter.read(Lcom/google/gson/stream/JsonReader;)Ljava/util/Date;","L5454","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/DefaultDateTypeAdapter.java","122","3","139","4","0","0","0","0","0","0","0","0","188.529","30.2222","15382.1","618.507","95","41","854.563","508.967","91.5435","53.5342","74.7321","43.703","5","3","1","0","4","0.0555556","1","0","0.0555556","1","17","18","11","1","17","18","11","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L5498","Date deserializeToDate(String s)","com.google.gson.DefaultDateTypeAdapter.deserializeToDate(Ljava/lang/String;)Ljava/util/Date;","L5454","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/DefaultDateTypeAdapter.java","141","3","154","4","0.863636","1","4","1","0.857143","0.857143","12","12","129.691","22.2857","5409.98","308.175","49","31","300.555","242.756","98.7686","57.7594","67.1994","39.2979","4","2","2","1","2","0","0","0","0","0","14","14","7","1","14","14","7","0","0","8","0","0","0","6","0","0","0","0","2","0","0","0","0","0","0","0"
"L5501","String toString()","com.google.gson.DefaultDateTypeAdapter.toString()Ljava/lang/String;","L5454","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/DefaultDateTypeAdapter.java","156","3","164","4","0","0","0","0","0","0","0","0","120.768","15.1667","3721.06","240.129","50","30","206.725","245.345","106.331","62.1819","77.9062","45.5592","2","1","1","0","0","0","0","0","0","0","9","9","4","0","9","9","4","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L4302","boolean shouldSkipField(FieldAttributes f)","com.google.gson.ExclusionStrategy.shouldSkipField(Lcom/google/gson/FieldAttributes;)Z","L4215","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/ExclusionStrategy.java","102","3","102","53","0","0","0","0","0","0","0","0","","0","","","0","0","","","0","0","0","0","1","0","0","1","0","0.8","4","4","0.8","4","1","1","0","1","1","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"L4309","boolean shouldSkipClass(Class<?> clazz)","com.google.gson.ExclusionStrategy.shouldSkipClass(Ljava/lang/Class;)Z","L4215","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/ExclusionStrategy.java","108","3","108","50","0","0","0","0","0","0","0","0","","0","","","0","0","","","0","0","0","0","1","0","0","1","0","0.8","4","4","0.8","4","1","1","0","1","1","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"L4300","FieldAttributes(Field f)","com.google.gson.FieldAttributes.<init>(Ljava/lang/reflect/Field;)V","L4297","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/FieldAttributes.java","44","3","47","4","0","0","0","0","0","0","0","0","41.2193","7.5","542.548","66.521","19","14","30.1416","72.3397","126.049","73.7128","151.985","88.88","1","0","0","3","1","0.555556","5","5","0.555556","5","4","4","2","1","4","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5515","Class<?> getDeclaringClass()","com.google.gson.FieldAttributes.getDeclaringClass()Ljava/lang/Class;","L4297","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/FieldAttributes.java","52","3","54","4","0","0","0","0","0","0","0","0","30.5293","4.5","171.242","30.8371","11","11","9.51344","38.0537","134.05","78.3916","162.25","94.8833","1","0","0","1","0","0.5","3","3","0.5","3","3","3","1","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5519","String getName()","com.google.gson.FieldAttributes.getName()Ljava/lang/String;","L4297","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/FieldAttributes.java","59","3","61","4","0","0","0","0","0","0","0","0","21.6515","3.5","99.8526","21.5232","9","9","5.54737","28.5293","135.548","79.2676","164.411","96.1471","1","0","0","1","0","0.5","3","3","0.5","3","3","3","1","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5523","Type getDeclaredType()","com.google.gson.FieldAttributes.getDeclaredType()Ljava/lang/reflect/Type;","L4297","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/FieldAttributes.java","79","3","81","4","0","0","0","0","0","0","0","0","21.6515","3.5","99.8526","21.5232","9","9","5.54737","28.5293","135.548","79.2676","169.4","99.0641","1","0","0","1","0","0.842105","16","16","0.842105","16","3","3","1","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5525","Class<?> getDeclaredClass()","com.google.gson.FieldAttributes.getDeclaredClass()Ljava/lang/Class;","L4297","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/FieldAttributes.java","99","3","101","4","0","0","0","0","0","0","0","0","30.5293","4.5","171.242","30.8371","11","11","9.51344","38.0537","134.05","78.3916","167.239","97.8004","1","0","0","1","0","0.842105","16","16","0.842105","16","3","3","1","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5527","<T extends Annotation> T getAnnotation(Class<T> annotation)","com.google.gson.FieldAttributes.getAnnotation(Ljava/lang/Class;)Ljava/lang/annotation/Annotation;","L4297","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/FieldAttributes.java","110","3","112","4","0","0","0","0","0","0","0","0","49.6634","6.6","501.6","63.1304","19","16","27.8667","76","130.453","76.2881","160.73","93.9944","1","0","0","1","0","0.7","7","7","0.7","7","3","3","1","1","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5536","Collection<Annotation> getAnnotations()","com.google.gson.FieldAttributes.getAnnotations()Ljava/util/Collection;","L4297","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/FieldAttributes.java","120","3","122","4","0","0","0","0","0","0","0","0","42.8086","5.5","335.047","48.2396","16","14","18.6137","60.9177","131.603","76.9608","161.943","94.7035","1","0","0","0","0","0.666667","6","6","0.666667","6","3","3","1","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5543","boolean hasModifier(int modifier)","com.google.gson.FieldAttributes.hasModifier(I)Z","L4297","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/FieldAttributes.java","134","3","136","4","0","0","0","0","0","0","0","0","46.0537","6.875","429.758","56.9486","16","15","23.8754","62.5103","131.469","76.8823","162.95","95.2925","1","0","0","1","0","0.769231","10","10","0.769231","10","3","3","1","1","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5546","Object get(Object instance)","com.google.gson.FieldAttributes.get(Ljava/lang/Object;)Ljava/lang/Object;","L4297","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/FieldAttributes.java","149","3","151","4","0","0","0","0","0","0","0","0","28.7549","5.33333","239.854","38.6039","13","11","13.3252","44.9726","133.181","77.8836","165.568","96.8232","1","0","0","0","0","0.785714","11","11","0.785714","11","3","3","1","1","3","3","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"L5549","boolean isSynthetic()","com.google.gson.FieldAttributes.isSynthetic()Z","L4297","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/FieldAttributes.java","158","3","160","4","0","0","0","0","0","0","0","0","17.5098","3","72","17.307","8","8","4","24","136.447","79.7933","168.288","98.4139","1","0","0","1","0","0.625","5","5","0.625","5","3","3","1","0","3","3","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"L5580","String separateCamelCase(String name, String separator)","com.google.gson.FieldNamingPolicy.separateCamelCase(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;","L5551","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/FieldNamingPolicy.java","146","3","156","4","0","0","0","0","0","0","0","0","","0","","","0","0","","","0","0","0","0","4","2","2","4","0","0.266667","4","4","0.266667","4","11","11","10","2","11","11","10","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5572","String upperCaseFirstLetter(String name)","com.google.gson.FieldNamingPolicy.upperCaseFirstLetter(Ljava/lang/String;)Ljava/lang/String;","L5551","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/FieldNamingPolicy.java","161","3","177","4","0","0","0","0","0","0","0","0","","0","","","0","0","","","0","0","0","0","5","1","1","2","0","0.263158","5","3","0.263158","5","14","17","12","1","14","17","12","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"L2752","String translateName(Field f)","com.google.gson.FieldNamingStrategy.translateName(Ljava/lang/reflect/Field;)Ljava/lang/String;","L2704","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/FieldNamingStrategy.java","39","3","39","40","0","0","0","0","0","0","0","0","","0","","","0","0","","","0","0","0","0","1","0","0","1","0","0.875","7","7","0.875","7","1","1","0","1","1","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"L583","Gson()","com.google.gson.Gson.<init>()V","L580","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/Gson.java","185","3","193","4","0","0","0","0","0","0","0","0","128.09","10.2","2754","196.476","54","32","153","270","106.063","62.0252","126.487","73.9691","1","0","0","95","1","0.790698","34","34","0.790698","34","9","9","1","0","9","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5681","Gson(Excluder excluder, FieldNamingStrategy fieldNamingStrategy, Map<Type, InstanceCreator<?>> instanceCreators, boolean serializeNulls, boolean complexMapKeySerialization, boolean generateNonExecutableGson, boolean htmlSafe, boolean prettyPrinting, boolean lenient, boolean serializeSpecialFloatingPointValues, LongSerializationPolicy longSerializationPolicy, String datePattern, int dateStyle, int timeStyle, List<TypeAdapterFactory> builderFactories, List<TypeAdapterFactory> builderHierarchyFactories, List<TypeAdapterFactory> factoriesToBeAdded)","com.google.gson.Gson.<init>(Lcom/google/gson/internal/Excluder;Lcom/google/gson/FieldNamingStrategy;Ljava/util/Map;ZZZZZZZLcom/google/gson/LongSerializationPolicy;Ljava/lang/String;IILjava/util/List;Ljava/util/List;Ljava/util/List;)V","L580","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/Gson.java","195","3","281","4","0","0","0","0","0","0","0","0","890.903","60.6325","256056","4032.34","589","144","14225.4","4223.09","57.4154","33.5763","26.1183","15.2739","1","0","0","4","12","0.0625","5","0","0.0625","5","75","87","63","17","75","87","63","0","0","5","0","1","0","0","1","0","1","0","2","0","0","0","0","0","0","2"
"L5794","GsonBuilder newBuilder()","com.google.gson.Gson.newBuilder()Lcom/google/gson/GsonBuilder;","L580","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/Gson.java","289","3","291","4","0","0","0","0","0","0","0","0","24","4","126.797","25.239","10","9","7.04428","31.6992","135","78.9472","166.843","97.5693","1","0","0","1","1","0.666667","6","6","0.666667","6","3","3","1","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5798","Excluder excluder()","com.google.gson.Gson.excluder()Lcom/google/gson/internal/Excluder;","L580","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/Gson.java","293","3","295","4","0","0","0","0","0","0","0","0","10","2","31.0196","9.87242","6","6","1.72331","15.5098","138.717","81.121","124.527","72.8228","1","0","0","1","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L5799","FieldNamingStrategy fieldNamingStrategy()","com.google.gson.Gson.fieldNamingStrategy()Lcom/google/gson/FieldNamingStrategy;","L580","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/Gson.java","297","3","299","4","0","0","0","0","0","0","0","0","10","2","31.0196","9.87242","6","6","1.72331","15.5098","138.717","81.121","124.527","72.8228","1","0","0","1","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L5800","boolean serializeNulls()","com.google.gson.Gson.serializeNulls()Z","L580","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/Gson.java","301","3","303","4","0","0","0","0","0","0","0","0","10","2","31.0196","9.87242","6","6","1.72331","15.5098","138.717","81.121","124.527","72.8228","1","0","0","1","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L5801","boolean htmlSafe()","com.google.gson.Gson.htmlSafe()Z","L580","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/Gson.java","305","3","307","4","0","0","0","0","0","0","0","0","10","2","31.0196","9.87242","6","6","1.72331","15.5098","138.717","81.121","124.527","72.8228","1","0","0","1","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"L5744","TypeAdapter<Number> doubleAdapter(boolean serializeSpecialFloatingPointValues)","com.google.gson.Gson.doubleAdapter(Z)Lcom/google/gson/TypeAdapter;","L580","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/Gson.java","309","3","331","4","0","0","0","0","0","0","0","0","58.0579","9.33333","877.442","91.6528","23","17","48.7468","94.0116","115.39","67.4798","90.9761","53.2024","2","1","1","1","0","0","0","0","0","0","7","7","3","1","23","23","13","0","0","10","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0"
"L5746","TypeAdapter<Number> floatAdapter(boolean serializeSpecialFloatingPointValues)","com.google.gson.Gson.floatAdapter(Z)Lcom/google/gson/TypeAdapter;","L580","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/Gson.java","333","3","355","4","0","0","0","0","0","0","0","0","58.0579","9.33333","877.442","91.6528","23","17","48.7468","94.0116","115.39","67.4798","90.9761","53.2024","2","1","1","1","0","0","0","0","0","0","7","7","3","1","23","23","13","0","0","10","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0"
"L5812","void checkValidFloatingPoint(double value)","com.google.gson.Gson.checkValidFloatingPoint(D)V","L580","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/Gson.java","357","3","363","4","0","0","0","0","0","0","0","0","77.4869","14.875","1894.74","153.12","29","21","105.263","127.377","113.581","66.4217","88.4674","51.7353","3","1","1","2","0","0","0","0","0","0","7","7","2","1","7","7","2","0","0","2","0","1","0","0","1","0","0","0","2","0","0","0","0","0","0","0"
"L5742","TypeAdapter<Number> longAdapter(LongSerializationPolicy longSerializationPolicy)","com.google.gson.Gson.longAdapter(Lcom/google/gson/LongSerializationPolicy;)Lcom/google/gson/TypeAdapter;","L580","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/Gson.java","365","3","385","4","0","0","0","0","0","0","0","0","77.4869","10.625","1306.71","119.524","28","21","72.5952","122.985","113.994","66.6629","88.9607","52.0238","2","1","1","1","0","0","0","0","0","0","7","7","3","1","21","21","11","0","0","10","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0"
"L5754","TypeAdapter<AtomicLong> atomicLongAdapter(TypeAdapter<Number> longAdapter)","com.google.gson.Gson.atomicLongAdapter(Lcom/google/gson/TypeAdapter;)Lcom/google/gson/TypeAdapter;","L580","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/Gson.java","387","3","397","4","0","0","0","0","0","0","0","0","55.303","7","616","72.397","22","16","34.2222","88","125.03","73.1169","104.781","61.2754","1","0","0","1","1","0","0","0","0","0","4","4","1","1","11","11","4","0","0","10","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0"
"L5759","TypeAdapter<AtomicLongArray> atomicLongArrayAdapter(TypeAdapter<Number> longAdapter)","com.google.gson.Gson.atomicLongArrayAdapter(Lcom/google/gson/TypeAdapter;)Lcom/google/gson/TypeAdapter;","L580","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/Gson.java","399","3","424","4","0","0","0","0","0","0","0","0","55.303","7","616","72.397","22","16","34.2222","88","125.03","73.1169","104.781","61.2754","1","0","0","1","1","0","0","0","0","0","4","4","1","1","26","26","21","0","0","10","0","2","1","0","1","0","0","0","9","0","0","0","0","0","0","0"
"L2143","<T extends Object> TypeAdapter<T> getAdapter(TypeToken<T> type)","com.google.gson.Gson.getAdapter(Lcom/google/gson/reflect/TypeToken;)Lcom/google/gson/TypeAdapter;","L580","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/Gson.java","432","3","473","4","0","0","0","0","0","0","0","0","355.541","46.3077","57140.1","1483.52","202","69","3174.45","1233.92","74.0936","43.3296","61.2655","35.8278","8","3","3","14","2","0.162791","7","6","0.162791","7","36","42","25","1","36","42","25","0","0","2","1","1","0","0","1","0","0","0","2","0","1","0","0","0","0","0"
"L873","<T extends Object> TypeAdapter<T> getDelegateAdapter(TypeAdapterFactory skipPast, TypeToken<T> type)","com.google.gson.Gson.getDelegateAdapter(Lcom/google/gson/TypeAdapterFactory;Lcom/google/gson/reflect/TypeToken;)Lcom/google/gson/TypeAdapter;","L580","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/Gson.java","525","3","547","4","0","0","0","0","0","0","0","0","181.685","25.0714","10745.7","486.957","80","41","596.984","428.604","90.4053","52.8686","103.844","60.7276","6","3","3","9","1","0.732394","52","50","0.732394","52","19","23","12","2","19","23","12","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L881","<T extends Object> TypeAdapter<T> getAdapter(Class<T> type)","com.google.gson.Gson.getAdapter(Ljava/lang/Class;)Lcom/google/gson/TypeAdapter;","L580","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/Gson.java","555","3","557","4","0","0","0","0","0","0","0","0","51.0196","7.5","630","73.4898","21","16","35","84","129.932","75.9838","159.533","93.2939","1","0","0","13","2","0.666667","6","6","0.666667","6","3","3","1","1","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3030","JsonElement toJsonTree(Object src)","com.google.gson.Gson.toJsonTree(Ljava/lang/Object;)Lcom/google/gson/JsonElement;","L580","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/Gson.java","572","3","577","4","0","0","0","0","0","0","0","0","56.1057","11.375","1115.88","107.583","24","17","61.9932","98.0991","117.666","68.8108","142.181","83.1468","2","1","1","15","1","0.684211","13","13","0.684211","13","6","6","3","1","6","6","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3035","JsonElement toJsonTree(Object src, Type typeOfSrc)","com.google.gson.Gson.toJsonTree(Ljava/lang/Object;Ljava/lang/reflect/Type;)Lcom/google/gson/JsonElement;","L580","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/Gson.java","595","3","599","4","0","0","0","0","0","0","0","0","61.303","14","1576.23","135.44","27","18","87.5684","112.588","120.134","70.2536","146.528","85.6888","1","0","0","11","3","0.761905","16","16","0.761905","16","5","5","3","2","5","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L592","String toJson(Object src)","com.google.gson.Gson.toJson(Ljava/lang/Object;)Ljava/lang/String;","L580","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/Gson.java","614","3","619","4","0","0","0","0","0","0","0","0","61.303","12.25","1328.12","120.825","26","18","73.7845","108.418","117.146","68.5066","141.431","82.708","2","1","1","304","2","0.684211","13","13","0.684211","13","6","6","3","1","6","6","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1080","String toJson(Object src, Type typeOfSrc)","com.google.gson.Gson.toJson(Ljava/lang/Object;Ljava/lang/reflect/Type;)Ljava/lang/String;","L580","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/Gson.java","636","3","640","4","0","0","0","0","0","0","0","0","61.303","14","1576.23","135.44","27","18","87.5684","112.588","120.134","70.2536","146.41","85.62","1","0","0","96","1","0.75","15","15","0.75","15","5","5","3","2","5","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5937","void toJson(Object src, Appendable writer)","com.google.gson.Gson.toJson(Ljava/lang/Object;Ljava/lang/Appendable;)V","L580","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/Gson.java","656","3","662","4","0","0","0","0","0","0","0","0","81.0965","17","2425.93","180.545","32","22","134.774","142.702","113.22","66.2107","135.524","79.2539","2","1","1","3","2","0.666667","14","14","0.666667","14","7","7","3","2","7","7","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L5933","void toJson(Object src, Type typeOfSrc, Appendable writer)","com.google.gson.Gson.toJson(Ljava/lang/Object;Ljava/lang/reflect/Type;Ljava/lang/Appendable;)V","L580","L103","/home/ahmed/Desktop/FIT4003/extract/src/outputs/gson/gson/gson/src/main/java/com/google/gson/Gson.java","680","3","687","4","0","0","0","0","0","0","0","0","113.617","20.1667","3780.98","242.7","39","28","210.055","187.487","109.638","64.1157","130.356","76.2314","2","1","1","3","4","0.666667","16","16","0.666667","16","8","8","4","3","8","8","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
